elof_vals	prophi_vals	logprob	prob
1.25	1912	-90.7586913579741	3.83708269024747e-40
1.5	1912	-79.5053113448648	2.95993381984885e-35
1.75	1912	-69.3625392017846	7.52024472786147e-31
2	1912	-59.7232524516736	1.15483787501817e-26
2.25	1912	-53.119487660798	8.5211778028583e-24
2.5	1912	-45.5256201876926	1.69228835998834e-20
2.75	1912	-39.8050783235282	5.16266722680849e-18
3	1912	-33.9801647538795	1.74824362489454e-15
3.25	1912	-29.3340512280417	1.82130810308837e-13
3.5	1912	-25.527072018102	8.19848267756158e-12
3.75	1912	-22.2500937505759	2.17223627713066e-10
4	1912	-19.9236458479153	2.22469535920088e-09
4.25	1912	-18.0037947467094	1.51722953472531e-08
4.5	1912	-16.5160969370843	6.71661163820606e-08
4.75	1912	-15.7849861862465	1.39530002622576e-07
5	1912	-15.4763882866484	1.89972162885551e-07
5.25	1912	-15.6788925083138	1.55147042518266e-07
5.5	1912	-16.5238918306445	6.66445988813444e-08
5.75	1912	-17.754320107206	1.94713806735886e-08
6	1912	-19.4669435476913	3.51247981932378e-09
6.25	1912	-21.5349304474009	4.44118166828135e-10
6.5	1912	-24.0680461516109	3.52679621607332e-11
6.75	1912	-26.6249674562236	2.73478729044982e-12
7	1912	-30.2278797426154	7.45072661090909e-14
7.25	1912	-33.9776296855228	1.75268116434407e-15
7.5	1912	-37.4793749194076	5.28340967718488e-17
7.75	1912	-42.2077308911791	4.67105929492763e-19
8	1912	-46.1361696688152	9.19001238529953e-21
8.25	1912	-51.9944092235366	2.62491342704518e-23
8.5	1912	-56.6438426910584	2.51126003659678e-25
8.75	1912	-63.3153279085389	3.18055177310182e-28
9	1912	-67.7230331582654	3.87489913022155e-30
9.25	1912	-74.6613085761791	3.75842314317813e-33
9.5	1912	-81.622362592774	3.56334872213057e-36
9.75	1912	-87.5052483506421	9.9300972952978e-39
10	1912	-94.1589721160648	1.28020048771193e-41
10.25	1912	-101.888226258045	5.62996331805383e-45
10.5	1912	-110.536841513156	9.87323976795774e-49
10.75	1912	-117.416724894414	1.0152296553028e-51
11	1912	-125.875420101161	2.15277996415874e-55
11.25	1912	-133.599769099055	9.51387621969922e-59
11.5	1912	-142.471668799528	1.3345670953289e-62
11.75	1912	-150.49932339538	4.35486121673544e-66
12	1912	-160.867815734395	1.36771405767931e-70
12.25	1912	-170.497932858631	8.98852816477594e-75
12.5	1912	-181.38298549358	1.684109357677e-79
12.75	1912	-192.0037975612	4.10970089245011e-84
13	1912	-203.38666482059	4.68051644754381e-89
13.25	1912	-212.556591427392	4.87354803471503e-93
13.5	1912	-223.571838980271	8.01648569456172e-98
13.75	1912	-235.990311654614	3.24123011791627e-103
14	1912	-246.384954588922	9.91685122856855e-108
14.25	1912	-258.317596059097	6.51768628848778e-113
14.5	1912	-269.889963041725	6.14155477981878e-118
14.75	1912	-281.406448418958	6.11973025339348e-123
15	1912	-293.346990506895	3.99043958432137e-128
15.25	1912	-308.972011161368	6.53371956444362e-135
15.5	1912	-322.902458500727	5.82430460630431e-141
15.75	1912	-334.99168608854	3.27309980534509e-146
16	1912	-346.014043988338	5.34576711217675e-151
16.25	1912	-365.388554231087	2.05952537334578e-159
16.5	1912	-377.64218430257	9.81936092616908e-165
16.75	1912	-388.286804215448	2.33982584303412e-169
17	1912	-408.528299706987	3.78803284448505e-178
17.25	1912	-421.214512764022	1.17182135714036e-183
17.5	1912	-438.91065295627	2.41838462170856e-191
17.75	1912	-450.135566090476	3.22557792698001e-196
18	1912	-472.512615016297	6.17132855980547e-206
18.25	1912	-480.774343883072	1.59351226650447e-209
18.5	1912	-501.308970673475	1.92433335607175e-218
18.75	1912	-517.545957516397	1.70862406670278e-225
19	1912	-530.352276081656	4.68741097899442e-231
19.25	1912	-551.287724098573	3.79125925057399e-240
19.5	1912	-565.395985935378	2.82906690335387e-246
19.75	1912	-584.438764715938	1.51869118973671e-254
20	1912	-604.769663902297	2.24839258701771e-263
20.25	1912	-620.328326043483	3.93396988511892e-270
20.5	1912	-638.575718713065	4.67831096222388e-278
20.75	1912	-660.072909415084	2.15763405013921e-287
21	1912	-674.826875897428	8.44134319963456e-294
21.25	1912	-695.441904078176	9.40629455817265e-303
21.5	1912	-710.247173439707	3.49600292846153e-309
21.75	1912	-735.823894860563	2.72724236504368e-320
22	1912	-752.571870270813	0
22.25	1912	-772.186712672802	0
22.5	1912	-787.256768547524	0
22.75	1912	-817.864497915336	0
23	1912	-829.674947368527	0
23.25	1912	-858.882164191239	0
23.5	1912	-875.511274599293	0
23.75	1912	-900.018766182885	0
24	1912	-915.734727813222	0
24.25	1912	-940.511969756729	0
24.5	1912	-966.842069196999	0
24.75	1912	-984.080488719968	0
25	1912	-1010.87712580248	0
0	1961	-103.984942614669	6.91692746483307e-46
0.25	1961	-104.721081590198	3.31292898398936e-46
0.5	1961	-104.22779699228	5.42553919595047e-46
0.75	1961	-103.489655483906	1.13504659258413e-45
1	1961	-104.334722759835	4.87534815295545e-46
1.25	1961	-90.9343050313843	3.21908992743587e-40
1.5	1961	-79.2412013183889	3.85463737484489e-35
1.75	1961	-69.3099181923745	7.92656431698986e-31
2	1961	-59.5939791430845	1.31420678034208e-26
2.25	1961	-52.0718327835827	2.42935151450978e-23
2.5	1961	-43.8789517990747	8.78240300351732e-20
2.75	1961	-37.8042365796388	3.81793614813567e-17
3	1961	-32.9415551158313	4.93928843377758e-15
3.25	1961	-28.1233222762077	6.11218263448804e-13
3.5	1961	-24.502634164285	2.28371124495306e-11
3.75	1961	-21.4255183711481	4.95467987279804e-10
4	1961	-19.0666575744807	5.24150285952856e-09
4.25	1961	-17.3321017704447	2.97005055188869e-08
4.5	1961	-16.1102468878556	1.00787964538688e-07
4.75	1961	-15.5098456095715	1.83721353638764e-07
5	1961	-15.5998334907288	1.67910709361848e-07
5.25	1961	-16.0229542279195	1.09981438322043e-07
5.5	1961	-17.2075376946138	3.3640414017693e-08
5.75	1961	-18.6645398994535	7.83597991957564e-09
6	1961	-20.8625881550048	8.69947583448436e-10
6.25	1961	-22.688828467013	1.40077052879195e-10
6.5	1961	-25.9816491620435	5.20371063043934e-12
6.75	1961	-28.9599303168534	2.64765910252236e-13
7	1961	-32.6328981272674	6.72531165821647e-15
7.25	1961	-36.8215080041278	1.02005187492948e-16
7.5	1961	-41.2995381560113	1.15834645446659e-18
7.75	1961	-45.2906716152977	2.14048030316751e-20
8	1961	-50.7630696703033	8.99246917351188e-23
8.25	1961	-56.0728444145211	4.44501351888437e-25
8.5	1961	-61.0848819437385	2.95918995520376e-27
8.75	1961	-68.7176758916114	1.43315298000362e-30
9	1961	-74.5739540698159	4.10150507982123e-33
9.25	1961	-80.5338982860869	1.05821123519846e-35
9.5	1961	-88.0860283694329	5.55551016264633e-39
9.75	1961	-94.8782847567594	6.23568944118305e-42
10	1961	-101.696569770919	6.81931763829143e-45
10.25	1961	-110.161791436118	1.43661984954947e-48
10.5	1961	-119.109393896525	1.86830376029759e-52
10.75	1961	-126.474918691888	1.18206324318455e-55
11	1961	-133.738891361896	8.27822956393033e-59
11.25	1961	-144.505347683713	1.74632429285757e-63
11.5	1961	-154.43804518825	8.48026021738562e-68
11.75	1961	-166.394362433085	5.44310328749936e-73
12	1961	-173.942127913456	2.87007784785286e-76
12.25	1961	-184.411933972913	8.14544242846212e-81
12.5	1961	-196.225401202718	6.03102388462197e-86
12.75	1961	-202.877052363559	7.79140273936736e-89
13	1961	-218.008964340136	2.0888621550402e-95
13.25	1961	-228.833194582775	4.15916659569471e-100
13.5	1961	-239.303999175113	1.17921680821825e-104
13.75	1961	-252.359875005414	2.52057039701159e-110
14	1961	-267.1110504765	9.88882571300915e-117
14.25	1961	-275.320152443163	2.6913924958409e-120
14.5	1961	-288.270055775621	6.39595616616785e-126
14.75	1961	-299.851055776308	5.97504366602645e-131
15	1961	-315.905395756135	6.36839246239077e-138
15.25	1961	-329.721688239554	6.36341480054805e-144
15.5	1961	-340.270496327236	1.66878770202128e-148
15.75	1961	-352.895749586505	5.48685227275345e-154
16	1961	-370.812640743275	9.08063679498282e-162
16.25	1961	-386.999700265405	8.47550679745803e-169
16.5	1961	-401.81953709	3.10450469442587e-175
16.75	1961	-417.220684996676	6.35855994670739e-182
17	1961	-435.131430096164	1.05881724623422e-189
17.25	1961	-447.239734386052	5.83782763766577e-195
17.5	1961	-461.422412215658	4.04382681935517e-201
17.75	1961	-480.435844406578	2.23544436465364e-209
18	1961	-494.915337751267	1.15079987313252e-215
18.25	1961	-514.983908814306	2.21477765365313e-224
18.5	1961	-528.766983535498	2.28779358507172e-230
18.75	1961	-547.011711845991	2.72792238025865e-238
19	1961	-567.996746500236	2.09965169047255e-247
19.25	1961	-582.815883137149	7.69622911313814e-254
19.5	1961	-599.40030783754	4.82785096517583e-261
19.75	1961	-623.016556985365	2.67514401430194e-271
20	1961	-640.517306994565	6.71224822514732e-279
20.25	1961	-660.786174669393	1.05733016640634e-287
20.5	1961	-677.496958857196	5.84533306415443e-295
20.75	1961	-698.478373663485	4.51540374860979e-304
21	1961	-714.684141084909	4.1363875573571e-311
21.25	1961	-734.249555304531	1.31663553960234e-319
21.5	1961	-761.215180494419	0
21.75	1961	-774.795198866177	0
22	1961	-799.229932163059	0
22.25	1961	-817.897620298456	0
22.5	1961	-843.811065378319	0
22.75	1961	-861.805240485546	0
23	1961	-891.458366630897	0
23.25	1961	-906.725355103289	0
23.5	1961	-919.260575172963	0
23.75	1961	-949.525766070839	0
24	1961	-967.410812273261	0
24.25	1961	-993.894597401117	0
24.5	1961	-1014.29531858502	0
24.75	1961	-1043.72008446551	0
25	1961	-1063.60525103526	0
0	2010	-103.861749718133	7.82375454040623e-46
0.25	2010	-104.010123532209	6.74492753115046e-46
0.5	2010	-104.669166654322	3.48946218773444e-46
0.75	2010	-104.213525562304	5.50352455634531e-46
1	2010	-104.998791774613	2.50959780464942e-46
1.25	2010	-90.4619855364434	5.1624856742441e-40
1.5	2010	-78.9119186960712	5.35783276655982e-35
1.75	2010	-68.2984514468961	2.17951275061136e-30
2	2010	-58.507066973412	3.89676002263361e-26
2.25	2010	-50.477683686832	1.19624604670167e-22
2.5	2010	-43.923735652469	8.39777010915554e-20
2.75	2010	-36.5541966680826	1.33264384149656e-16
3	2010	-31.766030985209	1.60025071958085e-14
3.25	2010	-27.0988762515954	1.70258019864786e-12
3.5	2010	-23.3979972131849	6.89253408924392e-11
3.75	2010	-20.7656653826911	9.58486744757172e-10
4	2010	-18.3615013334677	1.06096557201344e-08
4.25	2010	-16.713685141177	5.51237520945069e-08
4.5	2010	-15.9668257439556	1.16331060138978e-07
4.75	2010	-15.56791471692	1.73356665070784e-07
5	2010	-15.8389158560316	1.32204501948981e-07
5.25	2010	-16.5076649405227	6.7734855276948e-08
5.5	2010	-17.9172151035982	1.65444505823435e-08
5.75	2010	-19.8685105521587	2.35079903389505e-09
6	2010	-22.0881865051431	2.55400936601272e-10
6.25	2010	-24.8081539660885	1.68250214402665e-11
6.5	2010	-27.8716981668517	7.86095454200642e-13
6.75	2010	-31.2723754733965	2.62168129738503e-14
7	2010	-35.50697244117	3.79767503554398e-16
7.25	2010	-39.7858591905037	5.26284883311392e-18
7.5	2010	-44.9199618597085	3.10104763189358e-20
7.75	2010	-49.5153446149374	3.13154793720707e-22
8	2010	-55.6257272421643	6.95110112783506e-25
8.25	2010	-61.3603319912259	2.24670684496845e-27
8.5	2010	-66.9433089657719	8.45065390894916e-30
8.75	2010	-74.8133031205842	3.22845904717286e-33
9	2010	-80.9115555720285	7.25367165436985e-36
9.25	2010	-86.6120583943963	2.42583340952378e-38
9.5	2010	-96.261692165998	1.56342939680507e-42
9.75	2010	-102.987346663631	1.87570112170023e-45
10	2010	-110.437523281194	1.09041808020298e-48
10.25	2010	-118.763977037892	2.6391259895996e-52
10.5	2010	-127.643790496835	3.67287491442104e-56
10.75	2010	-136.435535139472	5.58213009034e-60
11	2010	-147.665698505912	7.40631147483851e-65
11.25	2010	-155.511907378497	2.89758880645012e-68
11.5	2010	-165.761848758954	1.02457504524249e-72
11.75	2010	-175.407979698282	6.62647151221415e-77
12	2010	-187.989662965879	2.27576135881909e-82
12.25	2010	-197.604309553173	1.51893350070164e-86
12.5	2010	-207.866763642541	5.30409848045997e-91
12.75	2010	-219.841975780021	3.34074269956129e-96
13	2010	-233.136021402908	5.62745941847884e-102
13.25	2010	-246.30328672524	1.07607291587093e-107
13.5	2010	-255.91533031145	7.20085741164675e-112
13.75	2010	-268.253090731752	3.15618856264519e-117
14	2010	-280.573470494825	1.40763480190962e-122
14.25	2010	-296.668011603326	1.44118456917416e-129
14.5	2010	-303.830320100445	1.11729677569772e-132
14.75	2010	-322.892692678315	5.88146237279541e-141
15	2010	-338.355761679678	1.13229550263681e-147
15.25	2010	-349.160228837942	2.29953124847542e-152
15.5	2010	-363.20154706078	1.83473055145189e-158
15.75	2010	-379.226606874623	2.01361873574054e-165
16	2010	-395.282773658853	2.14226211993254e-172
16.25	2010	-406.974227988406	1.79200207332248e-177
16.5	2010	-423.979993109095	7.37612988180165e-185
16.75	2010	-441.666914997904	1.53637056203353e-192
17	2010	-457.936841927112	1.3199469926428e-199
17.25	2010	-477.255974623267	5.37481803503763e-208
17.5	2010	-486.948444857799	3.31877207284767e-212
17.75	2010	-509.534826238765	5.15034862167116e-222
18	2010	-532.793042693707	4.0824564605712e-232
18.25	2010	-546.316007063259	5.46981650038488e-238
18.5	2010	-565.082888129846	3.86918831256771e-246
18.75	2010	-583.981761788446	2.39851988384218e-254
19	2010	-598.492521145415	1.19674220169847e-260
19.25	2010	-616.535839255136	1.74536842865397e-268
19.5	2010	-637.107491497121	2.03110354226965e-277
19.75	2010	-656.545403989478	7.34435952331186e-286
20	2010	-674.888771431094	7.93470288089075e-294
20.25	2010	-696.77819898625	2.47214004610476e-303
20.5	2010	-720.911956111718	8.16423548156375e-314
20.75	2010	-744.006072852236	9.88131291682493e-324
21	2010	-755.985120154206	0
21.25	2010	-778.874179430662	0
21.5	2010	-805.01660216076	0
21.75	2010	-820.698394221608	0
22	2010	-839.535688924336	0
22.25	2010	-859.680223174993	0
22.5	2010	-886.033193007957	0
22.75	2010	-911.761933605903	0
23	2010	-932.929006810248	0
23.25	2010	-956.31970315698	0
23.5	2010	-974.05814892557	0
23.75	2010	-1002.89992873432	0
24	2010	-1018.53124810164	0
24.25	2010	-1051.04226154936	0
24.5	2010	-1072.14947589939	0
24.75	2010	-1095.46648487016	0
25	2010	-1126.36906823094	0
0	2059	-104.150488807551	5.86161680119781e-46
0.25	2059	-104.307219631604	5.01129641014292e-46
0.5	2059	-104.26681225687	5.2179365189347e-46
0.75	2059	-103.442549509979	1.18979339541586e-45
1	2059	-104.085475509402	6.25536045104113e-46
1.25	2059	-89.7383587974502	1.06445169830792e-39
1.5	2059	-77.4718520011566	2.26152906205645e-34
1.75	2059	-66.7591238104433	1.0159700662643e-29
2	2059	-57.6959240276634	8.76957540018443e-26
2.25	2059	-49.4305277021718	3.40874552949387e-22
2.5	2059	-42.1805011381317	4.79999861203854e-19
2.75	2059	-36.0505597940887	2.20516358381002e-16
3	2059	-30.6688899533324	4.79369421282319e-14
3.25	2059	-26.9364396260365	2.00287067689147e-12
3.5	2059	-22.9559058781183	1.07244925050298e-10
3.75	2059	-19.9301021286442	2.21037836841329e-09
4	2059	-17.8717594159478	1.73138441436239e-08
4.25	2059	-16.5048485088621	6.79258947664236e-08
4.5	2059	-15.8091591255284	1.36197591692386e-07
4.75	2059	-15.6842093894476	1.54324333196886e-07
5	2059	-16.1826217435434	9.37511651840334e-08
5.25	2059	-17.0709435090585	3.85641206702525e-08
5.5	2059	-18.8398376980663	6.57600973989338e-09
5.75	2059	-20.8565935938355	8.75178199411812e-10
6	2059	-23.7279210084146	4.95558396499498e-11
6.25	2059	-26.4097635083522	3.39145016624961e-12
6.5	2059	-30.1614875639752	7.9621872155997e-14
6.75	2059	-34.4064503582713	1.14148042304528e-15
7	2059	-39.0076491937295	1.14602265535663e-17
7.25	2059	-43.7114564258647	1.03837847840117e-19
7.5	2059	-48.6151684350698	7.7037221702914e-22
7.75	2059	-54.8847578741974	1.45831893457676e-24
8	2059	-59.7378530147278	1.1380990870298e-26
8.25	2059	-65.9990881287778	2.17250215054172e-29
8.5	2059	-72.6501547408017	2.80826887562666e-32
8.75	2059	-79.1492891232142	4.22571776495799e-35
9	2059	-86.7691350997876	2.0732106286036e-38
9.25	2059	-93.4307749643833	2.65173421940073e-41
9.5	2059	-102.444218224212	3.22880132168601e-45
9.75	2059	-110.67826906731	8.57113780119762e-49
10	2059	-117.799407231142	6.92416595111948e-52
10.25	2059	-129.41973237346	6.21905475902862e-57
10.5	2059	-136.142266072442	7.48453960679179e-60
10.75	2059	-146.792955208548	1.77267683988417e-64
11	2059	-158.132009746452	2.10931166708992e-69
11.25	2059	-167.327669829641	2.14050537763033e-73
11.5	2059	-178.495837465405	3.02164017459923e-78
11.75	2059	-190.075706061402	2.82598409769501e-83
12	2059	-198.854731262148	4.34998252710033e-87
12.25	2059	-210.641780636667	3.3070214452548e-92
12.5	2059	-220.049838334172	2.71374769615098e-96
12.75	2059	-235.906628251374	3.5241396199043e-103
13	2059	-246.632267200587	7.74403479228447e-108
13.25	2059	-260.40074358885	8.11697065459715e-114
13.5	2059	-269.708232405626	7.36551201607441e-118
13.75	2059	-285.651548786877	8.77220181817441e-125
14	2059	-295.918768519682	3.04867928811876e-129
14.25	2059	-312.727721382912	1.52783433334053e-136
14.5	2059	-327.309821425313	7.09824004856291e-143
14.75	2059	-339.83340460275	2.58361391322081e-148
15	2059	-359.369424651344	8.46919064595858e-157
15.25	2059	-370.132183150361	1.79322705668876e-161
15.5	2059	-388.223727252891	2.49216911828517e-169
15.75	2059	-403.59235112766	5.27313593306506e-176
16	2059	-420.924346860889	1.56631410760033e-183
16.25	2059	-439.052330337221	2.09891894616821e-191
16.5	2059	-452.598138491036	2.74869108365917e-197
16.75	2059	-468.146721575421	4.85805132399344e-204
17	2059	-485.959515609943	8.92203540336016e-212
17.25	2059	-503.218459913942	2.85101608488292e-219
17.5	2059	-518.500298659699	6.57932631893952e-226
17.75	2059	-539.641527753398	4.3317390961082e-235
18	2059	-557.803536745536	5.61050566601744e-243
18.25	2059	-576.805901904819	3.13602613615535e-251
18.5	2059	-594.590812013892	5.9223129379182e-259
18.75	2059	-613.340421749485	4.2622537936698e-267
19	2059	-632.646297184832	1.75875010391405e-275
19.25	2059	-650.758460657976	2.39437122375257e-283
19.5	2059	-673.440614504121	3.37642596464023e-293
19.75	2059	-691.787175599345	3.63619349688089e-301
20	2059	-712.541747671998	3.52412139713311e-310
20.25	2059	-738.157415758846	2.64325120525067e-321
20.5	2059	-753.557020879239	0
20.75	2059	-779.722107310271	0
21	2059	-803.430673373247	0
21.25	2059	-821.299686065398	0
21.5	2059	-837.593757818908	0
21.75	2059	-861.665962729846	0
22	2059	-885.57340912786	0
22.25	2059	-911.988743902604	0
22.5	2059	-939.184096695234	0
22.75	2059	-956.260103668537	0
23	2059	-978.370851990118	0
23.25	2059	-1007.97015997442	0
23.5	2059	-1032.42527294294	0
23.75	2059	-1053.11162568216	0
24	2059	-1074.22571072192	0
24.25	2059	-1099.49044904393	0
24.5	2059	-1118.97666655852	0
24.75	2059	-1150.55149912812	0
25	2059	-1170.35547020686	0
0	2108	-103.709652528274	9.10898919389896e-46
0.25	2108	-104.144342287461	5.89775629892292e-46
0.5	2108	-102.256504203256	3.89551145546497e-45
0.75	2108	-104.795067694975	3.07666612180426e-46
1	2108	-104.286064391217	5.11844092840583e-46
1.25	2108	-89.4589639165739	1.407555779151e-39
1.5	2108	-77.1897994377399	2.99844470946265e-34
1.75	2108	-66.7876691311715	9.87378888441851e-30
2	2108	-57.3650969184043	1.22082932994877e-25
2.25	2108	-48.7170013299992	6.95785137272377e-22
2.5	2108	-41.5671728556304	8.86351941804227e-19
2.75	2108	-35.161685406726	5.36381824801242e-16
3	2108	-29.8934045384852	1.04102069612332e-13
3.25	2108	-25.6088867180934	7.55443190130496e-12
3.5	2108	-21.8656467265962	3.19058473767203e-10
3.75	2108	-19.3752242694658	3.84987841576657e-09
4	2108	-17.412190737743	2.74145830305443e-08
4.25	2108	-16.3185725083947	8.18340428302003e-08
4.5	2108	-15.77299930685	1.41212596313083e-07
4.75	2108	-15.9743268071639	1.1546171807487e-07
5	2108	-16.6309611663071	5.98777312549234e-08
5.25	2108	-18.1692079702565	1.28591788879578e-08
5.5	2108	-20.0633634297205	1.93460352186433e-09
5.75	2108	-22.342278582213	1.9809417198592e-10
6	2108	-25.417963823002	9.14362845422134e-12
6.25	2108	-28.9777501154961	2.60089624027255e-13
6.5	2108	-32.3960265545581	8.52284188969458e-15
6.75	2108	-36.8276914111839	1.01376393943539e-16
7	2108	-41.5821071832445	8.7321322467459e-19
7.25	2108	-47.3711791454405	2.67274973946827e-21
7.5	2108	-51.9037010471168	2.87414745173538e-23
7.75	2108	-58.4724631340467	4.03396306593999e-26
8	2108	-64.2447162051147	1.25566636364522e-28
8.25	2108	-71.6839191588425	7.38022271961766e-32
8.5	2108	-77.817028949761	1.60137752511746e-34
8.75	2108	-86.6245934741482	2.39561518388168e-38
9	2108	-92.8836645640797	4.5828645429544e-41
9.25	2108	-101.762635708406	6.38335279849132e-45
9.5	2108	-109.3521692631	3.22816931370735e-48
9.75	2108	-120.143132027328	6.64508777565433e-53
10	2108	-130.470889678985	2.17376485760902e-57
10.25	2108	-137.330718371064	2.2804828767219e-60
10.5	2108	-148.603147070626	2.90050243080323e-65
10.75	2108	-158.192089194585	1.98631710288652e-69
11	2108	-166.433363660102	5.2349020233953e-73
11.25	2108	-181.012418438973	2.43952636450978e-79
11.5	2108	-190.340778437902	2.16795489962165e-83
11.75	2108	-199.657381679577	1.94939956720303e-87
12	2108	-215.395294702504	2.85109758856647e-94
12.25	2108	-223.583469444254	7.92379033631701e-98
12.5	2108	-236.271984741725	2.44557394243599e-103
12.75	2108	-247.869318820362	2.24761852645609e-108
13	2108	-264.549042237068	1.2817719508814e-115
13.25	2108	-278.15874325936	1.57468144223061e-121
13.5	2108	-291.246252404147	3.2610668814785e-127
13.75	2108	-305.734137438749	1.66475826958377e-133
14	2108	-319.906614445255	1.16499113892703e-139
14.25	2108	-333.973693009299	9.05874480381543e-146
14.5	2108	-346.813068292611	2.40435277157265e-151
14.75	2108	-363.748750444904	1.06151193768929e-158
15	2108	-378.181389881674	5.72676307279274e-165
15.25	2108	-395.737199976787	1.35993379469066e-172
15.5	2108	-409.004782283288	2.3522310709259e-178
15.75	2108	-427.608958783816	1.95789225220506e-186
16	2108	-444.401909358132	9.97018044606245e-194
16.25	2108	-461.975185824187	2.32662301766832e-201
16.5	2108	-480.844148131384	1.4860718618389e-209
16.75	2108	-501.431515985035	1.70239194341371e-218
17	2108	-512.492833171455	2.67417939809332e-223
17.25	2108	-531.713232231267	1.20192477427647e-231
17.5	2108	-551.432517151623	3.2802025283821e-240
17.75	2108	-566.37071201682	1.06739474285147e-246
18	2108	-586.26344314927	2.44918560753787e-255
18.25	2108	-602.89319581921	1.46829012754067e-262
18.5	2108	-632.151562094459	2.88446222538048e-275
18.75	2108	-646.832331141802	1.21419340182548e-281
19	2108	-668.114738821004	6.94153714247541e-291
19.25	2108	-685.401773352866	2.15671096400771e-298
19.5	2108	-712.378381761857	4.14953826371376e-310
19.75	2108	-728.46121772366	4.29845955656945e-317
20	2108	-751.907722576398	0
20.25	2108	-773.405723448703	0
20.5	2108	-795.852952310046	0
20.75	2108	-818.936569266401	0
21	2108	-839.98525993317	0
21.25	2108	-868.276322399382	0
21.5	2108	-888.9107804951	0
21.75	2108	-914.032258407907	0
22	2108	-931.458022615423	0
22.25	2108	-956.426903654393	0
22.5	2108	-983.830234776864	0
22.75	2108	-1003.39392876411	0
23	2108	-1028.48871416768	0
23.25	2108	-1062.10107986867	0
23.5	2108	-1076.08560957614	0
23.75	2108	-1111.38643818762	0
24	2108	-1134.16858670795	0
24.25	2108	-1154.91764560582	0
24.5	2108	-1189.17056601091	0
24.75	2108	-1208.78435814698	0
25	2108	-1239.37413652294	0
0	2157	-104.854204043505	2.8999985419635e-46
0.25	2157	-103.883937481872	7.65207456356519e-46
0.5	2157	-104.329807873133	4.89936891807805e-46
0.75	2157	-104.823018798623	2.9918606328678e-46
1	2157	-104.1479914669	5.87627354894429e-46
1.25	2157	-89.3231379908381	1.61233048072627e-39
1.5	2157	-76.9465489962234	3.82418038380643e-34
1.75	2157	-65.5469185686334	3.41456166224367e-29
2	2157	-56.3457252872016	3.38347076993235e-25
2.25	2157	-47.2322129171439	3.07121741690627e-21
2.5	2157	-40.5703356117919	2.40174621434827e-18
2.75	2157	-34.6575599804827	8.87999955971153e-16
3	2157	-28.8587034442138	2.92970801567148e-13
3.25	2157	-24.4697455372723	2.36006812621755e-11
3.5	2157	-21.6765337786849	3.85479239163668e-10
3.75	2157	-18.8136910173095	6.75021812810359e-09
4	2157	-16.9286847468718	4.44596079329344e-08
4.25	2157	-16.0515009534424	1.0688621778759e-07
4.5	2157	-15.7493221260388	1.4459600926612e-07
4.75	2157	-16.0678237104909	1.05155701840443e-07
5	2157	-17.2968557297852	3.07659976318701e-08
5.25	2157	-18.9733421660765	5.75416344895284e-09
5.5	2157	-20.947912770402	7.98798197897157e-10
5.75	2157	-23.7511216612933	4.84193464857367e-11
6	2157	-27.2115956392756	1.52108740430586e-12
6.25	2157	-31.1603419448318	2.93248256792101e-14
6.5	2157	-34.9199634112081	6.83050136166887e-16
6.75	2157	-39.8431418674968	4.96985073469046e-18
7	2157	-45.2620863667186	2.20254936812406e-20
7.25	2157	-50.5842116720275	1.07536525271838e-22
7.5	2157	-56.0680647222625	4.46631017076661e-25
7.75	2157	-63.2637831597056	3.34879119741631e-28
8	2157	-69.4259504258693	7.05818161662608e-31
8.25	2157	-77.4337109595085	2.34945221806596e-34
8.5	2157	-83.9840835360434	3.35873664492679e-37
8.75	2157	-93.3609754024406	2.84343665477813e-41
9	2157	-100.969321622361	1.41117468768244e-44
9.25	2157	-109.512849581781	2.74899360239728e-48
9.5	2157	-119.246937216755	1.62822036691929e-52
9.75	2157	-128.3368345684	1.83662682019305e-56
10	2157	-138.171534165121	9.83705627748994e-61
10.25	2157	-148.145552961198	4.58356960095543e-65
10.5	2157	-159.16361817548	7.5182871100926e-70
10.75	2157	-168.068632301141	1.02028243642642e-73
11	2157	-178.981582773005	1.85902931999139e-78
11.25	2157	-192.109984955932	3.69567366421791e-84
11.5	2157	-202.097903595656	1.69822669801514e-88
11.75	2157	-212.621787191969	4.56594935589605e-93
12	2157	-229.416688438433	2.32058860133363e-100
12.25	2157	-240.094090867651	5.3513234102699e-105
12.5	2157	-254.036099943058	4.71545484590298e-111
12.75	2157	-267.608702003409	6.01197838692192e-117
13	2157	-280.718806274026	1.21722669617553e-122
13.25	2157	-293.623497547478	3.02646222773048e-128
13.5	2157	-307.640260483305	2.4747564271302e-134
13.75	2157	-325.504695116233	4.31625483074527e-142
14	2157	-337.124106165827	3.88026132937193e-147
14.25	2157	-352.560210127488	7.67443130450366e-154
14.5	2157	-369.740527586839	2.65295041601847e-161
14.75	2157	-386.253469182031	1.78751509618465e-168
15	2157	-402.325295472369	1.87216553617381e-175
15.25	2157	-417.340636029144	5.63981292578045e-182
15.5	2157	-437.15014775769	1.4063812432922e-190
15.75	2157	-448.767423649253	1.26702227816958e-195
16	2157	-470.396966432234	5.11909482559032e-205
16.25	2157	-485.891224999303	9.55261286436629e-212
16.5	2157	-505.00456339414	4.77864514831101e-220
16.75	2157	-523.73145035777	3.51820474848297e-228
17	2157	-542.837106689626	1.77353593455502e-236
17.25	2157	-563.150390791976	2.67234667678836e-245
