elof_vals	prophi_vals	logprob	prob
15	639	-15.4663251846113	1.91893523354078e-07
15.25	639	-15.8773137718883	1.27224350210561e-07
15.5	639	-16.0221916824272	1.10065336155961e-07
15.75	639	-16.4165983933805	7.41928247166829e-08
16	639	-16.546850842895	6.51319357896109e-08
16.25	639	-17.1294580172456	3.63723117761974e-08
16.5	639	-17.7939174525413	1.87154312556263e-08
16.75	639	-18.1411041758645	1.32256967554932e-08
17	639	-18.8908754135963	6.24880611155518e-09
17.25	639	-19.4267510815046	3.65653053085276e-09
17.5	639	-20.3782890472825	1.41195714728745e-09
17.75	639	-21.0355371291736	7.31782974263526e-10
18	639	-21.9506445104697	2.93059777054378e-10
18.25	639	-22.7163234705727	1.3627809925655e-10
18.5	639	-24.49988375583	2.290001029443e-11
18.75	639	-25.013779775536	1.36978836170379e-11
19	639	-25.4419560596314	8.92686309746986e-12
19.25	639	-26.9656299033789	1.94525137925026e-12
19.5	639	-28.2276334163228	5.50673997837228e-13
19.75	639	-28.7391813715019	3.30165823401705e-13
20	639	-30.9513987898573	3.61391803500957e-14
20.25	639	-31.8696558397952	1.44272756182312e-14
20.5	639	-33.6363486468966	2.46558166199652e-15
20.75	639	-34.7716874584898	7.92224027960865e-16
21	639	-36.8466535674079	9.94721898880492e-17
21.25	639	-38.7499723153199	1.48286238757857e-17
21.5	639	-40.3595590026945	2.96528358245033e-18
21.75	639	-41.2667456471894	1.19696121798105e-18
22	639	-43.1021991910806	1.90964541037688e-19
22.25	639	-45.6038617596765	1.56492844390812e-20
22.5	639	-46.8688119807709	4.41706289627377e-21
22.75	639	-48.7847351275049	6.50217618371523e-22
23	639	-50.5839175444692	1.07568159379455e-22
23.25	639	-52.2498001360185	2.03329372506378e-23
23.5	639	-55.1816157959943	1.08374911864085e-24
23.75	639	-55.8756158514634	5.41412605127456e-25
24	639	-59.7562620513755	1.11733944797676e-26
24.25	639	-61.3834071929588	2.19545720322999e-27
24.5	639	-63.8489812210135	1.86526173329932e-28
24.75	639	-66.9219553095784	8.63304671319989e-30
25	639	-68.6591534815322	1.51952731312804e-30
0	688	-103.42523213104	1.21057693734156e-45
0.25	688	-104.063622596864	6.39356285860017e-46
0.5	688	-104.620106310856	3.66492535032325e-46
0.75	688	-104.161977874359	5.79465767961616e-46
1	688	-104.555635110308	3.90899054260708e-46
1.25	688	-99.6924134960367	5.05981841201194e-44
1.5	688	-95.3204166483305	4.0074585302752e-42
1.75	688	-89.9771820559247	8.38313260486363e-40
2	688	-87.4082301015109	1.09417803920539e-38
2.25	688	-82.9467514527325	9.47727651976197e-37
2.5	688	-77.9341857317812	1.42433840684988e-34
2.75	688	-74.7362199416113	3.4871616593191e-33
3	688	-71.8372260637265	6.33124508105174e-32
3.25	688	-68.7198729891974	1.43000765960408e-30
3.5	688	-66.4058643923109	1.44643701943375e-29
3.75	688	-62.3999685803364	7.94397693664699e-28
4	688	-59.9988180492039	8.76686664643054e-27
4.25	688	-56.4363145502364	3.09043783366508e-25
4.5	688	-54.92158539964	1.40558956251191e-24
4.75	688	-51.8926173467453	2.90618083720036e-23
5	688	-49.4436990851564	3.3641420263749e-22
5.25	688	-46.9757329245302	3.96915818583646e-21
5.5	688	-45.0588728285627	2.69885883865676e-20
5.75	688	-42.2118675388667	4.65177667848864e-19
6	688	-40.6695516543816	2.17489419963443e-18
6.25	688	-38.9135951022646	1.25904245869307e-17
6.5	688	-37.6936983461437	4.26417289971484e-17
6.75	688	-35.7271468629377	3.04717406473544e-16
7	688	-34.0627199925218	1.60971380510208e-15
7.25	688	-32.72390758179	6.14027060166752e-15
7.5	688	-31.165231992608	2.91817759257315e-14
7.75	688	-29.5504044696692	1.46697394644717e-13
8	688	-28.1736531820263	5.81216437259039e-13
8.25	688	-27.0585656541381	1.77261429867944e-12
8.5	688	-25.3126459681383	1.0159153764545e-11
8.75	688	-24.8048134778921	1.68813192044496e-11
9	688	-23.6089957524924	5.58140351327282e-11
9.25	688	-22.6724456464665	1.4239081129342e-10
9.5	688	-21.3546407685823	5.31860026875687e-10
9.75	688	-20.9123703780987	8.27699973462704e-10
10	688	-19.8482266012769	2.39896941729171e-09
10.25	688	-19.0822929087296	5.16018756282149e-09
10.5	688	-18.2109944026688	1.23329116675935e-08
10.75	688	-17.8798777164107	1.7173854163913e-08
11	688	-17.0006863708491	4.13709716116757e-08
11.25	688	-16.5978505935894	6.18935047817541e-08
11.5	688	-16.2768153545168	8.53235484324566e-08
11.75	688	-15.6546708295567	1.58950845621473e-07
12	688	-15.4496458921814	1.95121012842706e-07
12.25	688	-15.213381452368	2.47122554237642e-07
12.5	688	-15.1485162390731	2.63683520455317e-07
12.75	688	-14.9549245301938	3.20006499572846e-07
13	688	-14.6587430294095	4.30317284505163e-07
13.25	688	-14.744059614396	3.95126601055531e-07
13.5	688	-14.8262138409554	3.63962920609639e-07
13.75	688	-14.7940862095664	3.75846053504221e-07
14	688	-14.9774047432481	3.1289294200164e-07
14.25	688	-15.1354644431537	2.67147621143754e-07
14.5	688	-15.4180939304179	2.01375617221631e-07
14.75	688	-15.7279429348396	1.47720636988105e-07
15	688	-16.0274108914681	1.09492378651521e-07
15.25	688	-16.7995048128894	5.05903589754245e-08
15.5	688	-17.0551661911522	3.91773841671517e-08
15.75	688	-17.5378398880747	2.41775846277509e-08
16	688	-18.3660010143178	1.05620229020729e-08
16.25	688	-19.1712502893235	4.72097595156443e-09
16.5	688	-19.6942927948534	2.79819073454822e-09
16.75	688	-20.7101361223896	1.01321628773774e-09
17	688	-22.0093479107935	2.76351389175086e-10
17.25	688	-22.7646070420881	1.29854432600421e-10
17.5	688	-23.9236376855462	4.07470494276659e-11
17.75	688	-24.5318152029354	2.21803311736251e-11
18	688	-25.2032270367804	1.13338529015101e-11
18.25	688	-26.8965180150343	2.08444597578712e-12
18.5	688	-28.5949424435746	3.81394377507378e-13
18.75	688	-29.051500693827	2.41598123988852e-13
19	688	-31.7469024292766	1.63115584786632e-14
19.25	688	-32.2911878048673	9.46488457864507e-15
19.5	688	-33.8930087000333	1.9074508075463e-15
19.75	688	-35.6718388715599	3.2204548789855e-16
20	688	-36.8262017315673	1.0152752483156e-16
20.25	688	-39.1057993584334	1.03888416870902e-17
20.5	688	-40.3984048109902	2.85230335585214e-18
20.75	688	-42.616428819589	3.10398865482916e-19
21	688	-44.0269891131416	7.57393499460426e-20
21.25	688	-47.0860214823205	3.55468151221619e-21
21.5	688	-48.7996636881174	6.40582900413506e-22
21.75	688	-50.877036723618	8.02386651854332e-23
22	688	-52.1286801066672	2.29510141526887e-23
22.25	688	-55.3351966676569	9.29457277463267e-25
22.5	688	-56.4567001791222	3.0280751260775e-25
22.75	688	-59.8214203886331	1.04685667270909e-26
23	688	-61.7834355238766	1.47161728067955e-27
23.25	688	-64.0158206398802	1.57863723276341e-28
23.5	688	-66.4859653180317	1.33509490444268e-29
23.75	688	-69.8079022119497	4.81740629841324e-31
24	688	-71.7505353550708	6.90459837460433e-32
24.25	688	-74.6701851202782	3.72520896604527e-33
24.5	688	-76.6645660113973	5.06993070775528e-34
24.75	688	-78.7727189307719	6.15804479664102e-35
25	688	-84.1536302035468	2.83493281144695e-37
0	736	-103.86746016495	7.77920472692963e-46
0.25	736	-103.342438246712	1.31507137012946e-45
0.5	736	-103.046108188434	1.76865787509022e-45
0.75	736	-103.663447255159	9.53974754733548e-46
1	736	-104.621730994128	3.65897584175614e-46
1.25	736	-98.3567053755121	1.92409095153129e-43
1.5	736	-94.3469757973791	1.0607890472194e-41
1.75	736	-89.9434681089573	8.67057934886013e-40
2	736	-84.9334789812387	1.29974677826074e-37
2.25	736	-80.9962522696667	6.66460760626556e-36
2.5	736	-76.815107321194	4.36136830960272e-34
2.75	736	-73.3950667572104	1.33329886197528e-32
3	736	-69.5743168527219	6.08496533783343e-31
3.25	736	-66.5450967885922	1.25843754551959e-29
3.5	736	-63.4148438639404	2.87927561486064e-28
3.75	736	-60.5633230051336	4.98520489913582e-27
4	736	-57.8198649935657	7.74732346437481e-26
4.25	736	-53.9036603155782	3.88989403258618e-24
4.5	736	-52.5183419724963	1.55443971120816e-23
4.75	736	-48.8727649076291	5.9542612413291e-22
5	736	-46.6787260204137	5.34179069264636e-21
5.25	736	-43.8007550067433	9.49672358317067e-20
5.5	736	-41.8657664716163	6.57549785948255e-19
5.75	736	-39.7082340819401	5.68765247069905e-18
6	736	-38.4846011214383	1.93352634874824e-17
6.25	736	-35.6851023375047	3.1780225075831e-16
6.5	736	-34.447362528584	1.09572239403307e-15
6.75	736	-32.6323244844702	6.7291706915556e-15
7	736	-30.4884624058925	5.74154820463055e-14
7.25	736	-29.8102678700654	1.1312671078254e-13
7.5	736	-28.2028400873603	5.64497699080466e-13
7.75	736	-26.4755498478016	3.17551958611899e-12
8	736	-24.9930414578502	1.39849207251948e-11
8.25	736	-24.0277649577667	3.67175983118229e-11
8.5	736	-22.8467376976458	1.19615618000886e-10
8.75	736	-21.8451788487462	3.25656214174455e-10
9	736	-21.1789752068468	6.33998069247544e-10
9.25	736	-20.1279882234756	1.81353433664438e-09
9.5	736	-18.9279566727765	6.02133601542066e-09
9.75	736	-18.2128263796912	1.23103387396555e-08
10	736	-17.8199941028259	1.82337037173725e-08
10.25	736	-16.7785051625923	5.16639721189195e-08
10.5	736	-16.4938688685672	6.86758060018541e-08
10.75	736	-15.8589696190006	1.29579710638331e-07
11	736	-15.5699060076907	1.73011805015867e-07
11.25	736	-15.1205279920034	2.71167807454225e-07
11.5	736	-14.8640213605798	3.50459263714574e-07
11.75	736	-14.6918824784752	4.16290510245861e-07
12	736	-14.5762514569265	4.67320061766143e-07
12.25	736	-14.2963045854355	6.18292255807831e-07
12.5	736	-14.315930373373	6.06276082237306e-07
12.75	736	-14.3405441015135	5.91535521833124e-07
13	736	-14.4065440396611	5.53754693563921e-07
13.25	736	-14.5893985726154	4.6121636179196e-07
13.5	736	-14.8423472608743	3.58138067719407e-07
13.75	736	-15.0286095946535	2.97274585589803e-07
14	736	-15.4405482865527	1.96904246144798e-07
14.25	736	-15.8570922463359	1.29823208541626e-07
14.5	736	-16.4605151793352	7.10050255983181e-08
14.75	736	-17.0182726860184	4.06497689027311e-08
15	736	-17.8085741732463	1.84431248410801e-08
15.25	736	-18.301694127949	1.12635484305801e-08
15.5	736	-19.3167799854697	4.08158686980508e-09
15.75	736	-19.8082369199463	2.49684745219896e-09
16	736	-20.5957054181463	1.13605350515729e-09
16.25	736	-21.4774396391452	4.70399096926466e-10
16.5	736	-22.9465568900842	1.08252258006155e-10
16.75	736	-24.2619773786907	2.9050733636218e-11
17	736	-24.9184518961195	1.50679386730518e-11
17.25	736	-26.2513316788805	3.9736673619799e-12
17.5	736	-27.5638226703955	1.06950769614194e-12
17.75	736	-29.2114014255289	2.05896778791365e-13
18	736	-30.5779074772394	5.25029268554537e-14
18.25	736	-32.5919652499463	7.00630981349493e-15
18.5	736	-33.957454785093	1.78840043715662e-15
18.75	736	-35.3149452595064	4.60165595254655e-16
19	736	-36.9577321956217	8.90145178439311e-17
19.25	736	-39.1476269425143	9.96326402614514e-18
19.5	736	-41.7460347655378	7.41186430920939e-19
19.75	736	-43.5065342943463	1.27453635908064e-19
20	736	-44.937845971777	3.0460811271202e-20
20.25	736	-47.7012411049182	1.92138416958004e-21
20.5	736	-49.4071813326924	3.4892636072991e-22
20.75	736	-51.7733309127844	3.27437242928349e-23
21	736	-53.7696185457735	4.44786268851318e-24
21.25	736	-57.9779955399818	6.61418693613282e-26
21.5	736	-58.9344382281189	2.54155014891892e-26
21.75	736	-61.3665759234492	2.23272226452357e-27
22	736	-63.4959840275902	2.65487766453169e-28
22.25	736	-66.5629614573394	1.23615559803232e-29
22.5	736	-70.4633372910867	2.50127497463793e-31
22.75	736	-73.5639831795111	1.12607687079386e-32
23	736	-75.7695511988241	1.24080066643293e-33
23.25	736	-76.4517215997721	6.27247843999341e-34
23.5	736	-81.7862911942702	3.02457974184443e-36
23.75	736	-83.311566137489	6.58031293877523e-37
24	736	-88.7813515271987	2.77171732097958e-39
24.25	736	-90.4369138320717	5.29355417866122e-40
24.5	736	-94.6227172363604	8.0514859897068e-42
24.75	736	-95.8655672005746	2.32334209015814e-42
25	736	-99.1782566656723	8.46116969656105e-44
0	785	-103.526474965927	1.09401478529638e-45
0.25	785	-104.166732077049	5.76717408554021e-46
0.5	785	-104.038256104634	6.55781962252458e-46
0.75	785	-104.81941998889	3.00264716773461e-46
1	785	-104.244562097444	5.33533769232949e-46
1.25	785	-100.813841204972	1.64856116581994e-44
1.5	785	-94.1903486564477	1.24065585648264e-41
1.75	785	-87.9844934342098	6.1492196805565e-39
2	785	-84.2034861609265	2.69705997033772e-37
2.25	785	-80.0502302226044	1.71643253990892e-35
2.5	785	-75.9556877451029	1.03006336905213e-33
2.75	785	-71.5979391057417	8.04285299256216e-32
3	785	-67.9421756836597	3.11234700686439e-30
3.25	785	-64.4170393597344	1.05690332825284e-28
3.5	785	-61.1938285963417	2.65373721018237e-27
3.75	785	-57.9936336403279	6.51155816808611e-26
4	785	-54.4893898204486	2.16550244644457e-24
4.25	785	-51.3697416510533	4.90235395043209e-23
4.5	785	-49.3485791939922	3.69985212219381e-22
4.75	785	-47.2075980285391	3.14775318689759e-21
5	785	-43.9442876073199	8.22694096633816e-20
5.25	785	-42.2331568898567	4.55379010819292e-19
5.5	785	-39.4194289288036	7.59205833549401e-18
5.75	785	-37.2620211469585	6.5661353585714e-17
6	785	-35.3016505585684	4.66324206965491e-16
6.25	785	-33.8629157215996	1.96572409438012e-15
6.5	785	-31.7301426471658	1.65872403759184e-14
6.75	785	-29.5440244849842	1.4763631373576e-13
7	785	-28.4370460682117	4.46629917527077e-13
7.25	785	-26.7072804442531	2.51869439911317e-12
7.5	785	-25.6231497178948	7.44744781129395e-12
7.75	785	-23.4336256200206	6.65128722040220e-11
8	785	-22.7405368355277	1.33017976454567e-10
8.25	785	-21.5770086144976	4.25818202901152e-10
8.5	785	-20.7984832407609	9.27541813278822e-10
8.75	785	-19.5530816146513	3.22258625608447e-09
9	785	-18.5642382944331	8.66270944443358e-09
9.25	785	-17.8904154599504	1.69938306796737e-08
9.5	785	-17.2661275668067	3.1726055081252e-08
9.75	785	-16.6785901759806	5.70926656508289e-08
10	785	-16.0349372621056	1.08671391828854e-07
10.25	785	-15.6417093421624	1.61024494760866e-07
10.5	785	-15.1699742431746	2.58085672504584e-07
10.75	785	-14.722438700947	4.03762622012782e-07
11	785	-14.4491897515863	5.30635892938092e-07
11.25	785	-14.2851550829791	6.25224480447823e-07
11.5	785	-14.0995941222183	7.52703742951293e-07
11.75	785	-14.0878474387898	7.61597650223477e-07
12	785	-14.0509565150745	7.90218367539001e-07
12.25	785	-14.1613262267049	7.0764291579494e-07
12.5	785	-14.299531012126	6.16300595871278e-07
12.75	785	-14.5099957874629	4.99331422924855e-07
13	785	-14.9173324500631	3.32265180613375e-07
13.25	785	-15.3262561175724	2.20745337784935e-07
13.5	785	-15.7924160013422	1.38497162160864e-07
13.75	785	-16.4318387189619	7.3070674598605e-08
14	785	-16.7733998650866	5.19284065006529e-08
14.25	785	-17.839995681324	1.7872623981311e-08
14.5	785	-18.425264288589	9.95426943773293e-09
14.75	785	-19.1606406059202	4.77133066319066e-09
15	785	-20.1130182719832	1.84088708151635e-09
15.25	785	-21.0211687916094	7.42373380126969e-10
15.5	785	-22.4111802526841	1.84904756586198e-10
15.75	785	-22.8280093421407	1.21876931060054e-10
16	785	-24.5109299294851	2.26484447801467e-11
16.25	785	-25.558137244718	7.9477102730299e-12
16.5	785	-27.5806759453106	1.0516340269029e-12
16.75	785	-28.8698165078542	2.89733022548824e-13
17	785	-30.56799026304	5.30262000446215e-14
17.25	785	-31.749031643962	1.62768646172552e-14
17.5	785	-32.8111447002446	5.62731092405744e-15
17.75	785	-34.6734346388564	8.74014560420192e-16
18	785	-36.6898327628708	1.16361172611595e-16
18.25	785	-38.6155070431932	1.69628325622094e-17
18.5	785	-40.7043727241611	2.10046542207287e-18
18.75	785	-43.3199996717017	1.53590087046506e-19
19	785	-45.3594783329809	1.99815354555364e-20
19.25	785	-47.2055415326878	3.15423318903231e-21
19.5	785	-48.7712982252104	6.59013491281108e-22
19.75	785	-52.6645438099016	1.34300995357439e-23
20	785	-54.7258305539228	1.70951837352625e-24
20.25	785	-56.3800321711725	3.26936296393552e-25
20.5	785	-59.8898465953548	9.77620053768414e-27
20.75	785	-62.3782760062217	8.1181849236098e-28
21	785	-64.7598258280739	7.50179157553217e-29
21.25	785	-68.1017367860411	2.65333145634489e-30
21.5	785	-72.6583020738536	2.78548192627805e-32
21.75	785	-73.9576307569788	7.59642173307883e-33
22	785	-76.0806635863531	9.09049693893147e-34
22.25	785	-81.153766720485	5.69333747585179e-36
22.5	785	-84.2928676449403	2.46645228391697e-37
22.75	785	-87.3630956348654	1.14469462560727e-38
23	785	-89.6139878286984	1.20542330784286e-39
23.25	785	-92.9626813466162	4.23467873676689e-41
23.5	785	-96.6957218224197	1.01293502630234e-42
23.75	785	-100.297882663574	2.76174141481909e-44
24	785	-103.916021559205	7.41046150334153e-46
24.25	785	-108.989437976522	4.63968505191812e-48
24.5	785	-111.204981020818	5.06162984854274e-49
24.75	785	-114.043304651428	2.96225261732654e-50
25	785	-120.080538177554	7.07432300867299e-53
0	834	-104.141741172897	5.91311700754311e-46
0.25	834	-103.547201790219	1.07157271293704e-45
0.5	834	-103.976439517402	6.97599353825554e-46
0.75	834	-103.915456897245	7.41464709066773e-46
1	834	-104.478777903743	4.22127144934473e-46
1.25	834	-98.5634074192819	1.56478992141167e-43
1.5	834	-92.8166192375386	4.90065845773076e-41
1.75	834	-87.6886899393609	8.26581791291438e-39
2	834	-84.5811462792797	1.84873599846568e-37
2.25	834	-78.3848929846082	9.07556166942536e-35
2.5	834	-74.5099697119899	4.37251499290403e-33
2.75	834	-70.2923790175622	2.96761578743658e-31
3	834	-66.2721549482807	1.6533652371513e-29
3.25	834	-63.0406546106358	4.18592619801159e-28
3.5	834	-58.8427819783477	2.78550849305462e-26
3.75	834	-55.4336008124154	8.42350921187394e-25
4	834	-52.4124585362426	1.7280586359031e-23
4.25	834	-49.3479292023275	3.7022577769769e-22
4.5	834	-46.1734019435788	8.85413878741531e-21
4.75	834	-43.3448442553278	1.49821217146725e-19
5	834	-41.3341164917758	1.11897734359831e-18
5.25	834	-39.0079226766427	1.14570928059559e-17
5.5	834	-37.1179022629718	7.58402694580428e-17
5.75	834	-34.3977428422559	1.15146328198665e-15
6	834	-33.024818474818	4.54468273581945e-15
6.25	834	-30.7295294898256	4.51164491007701e-14
6.5	834	-29.3810737851212	1.7376479115816e-13
6.75	834	-27.0409997840372	1.80402689829313e-12
7	834	-26.0542789395368	4.83916495745313e-12
7.25	834	-24.2939644029767	2.81361918257171e-11
7.5	834	-23.091296520385	9.36650008083788e-11
7.75	834	-21.874263293835	3.16321095314077e-10
8	834	-20.9549786152722	7.93173907330459e-10
8.25	834	-19.9276304643746	2.21584843895311e-09
8.5	834	-18.6180025371884	8.20926422234272e-09
8.75	834	-17.7142599297419	2.02672423880267e-08
9	834	-17.1245951005517	3.65496180617667e-08
9.25	834	-16.2412953379322	8.84087104254731e-08
9.5	834	-15.8713080848737	1.27990718820099e-07
9.75	834	-15.2926531272146	2.28289077520851e-07
10	834	-14.8003407616373	3.73502640929336e-07
10.25	834	-14.5036035504688	5.02533491004545e-07
10.5	834	-14.142209485966	7.2130087383441e-07
10.75	834	-14.0296340045288	8.07248726789549e-07
11	834	-13.9472048707432	8.7660892227171e-07
11.25	834	-13.8947652517618	9.2380460717588e-07
11.5	834	-13.9705937636878	8.5634392180363e-07
11.75	834	-14.1633560115074	7.06208009726794e-07
12	834	-14.2544095606151	6.44745893967767e-07
12.25	834	-14.5821924216688	4.64551960493558e-07
12.5	834	-14.9667120181054	3.16256571363558e-07
12.75	834	-15.5878561692173	1.69933922060782e-07
13	834	-15.9142916582742	1.22605781360169e-07
13.25	834	-16.5506937122844	6.48821225745003e-08
13.5	834	-17.2423164473173	3.24905536326303e-08
13.75	834	-18.1710179483051	1.28359251072123e-08
14	834	-18.8525857680167	6.49271038881338e-09
14.25	834	-19.8554085278858	2.38180191665633e-09
14.5	834	-21.0069175558008	7.53028864796109e-10
14.75	834	-22.1825582969473	2.3240064932733e-10
15	834	-23.2875071474436	7.69775613606713e-11
15.25	834	-24.7010660316569	1.87267893503993e-11
15.5	834	-26.1441040350868	4.4234373765133e-12
15.75	834	-27.2867244322298	1.41099719328127e-12
16	834	-29.6564290858884	1.31940004647928e-13
16.25	834	-30.3710419795195	6.45689997379136e-14
16.5	834	-31.847117264958	1.47561379724657e-14
16.75	834	-33.9101833487349	1.87497072539119e-15
17	834	-35.9012817825949	2.56018547057328e-16
17.25	834	-37.9539153924409	3.28718372797569e-17
17.5	834	-40.0462844675505	4.05620256191475e-18
17.75	834	-42.346522358588	4.06573447078541e-19
18	834	-43.8860241582134	8.72050981877361e-20
18.25	834	-47.0187495280189	3.80203870755991e-21
18.5	834	-48.4998486846255	8.64536519073858e-22
18.75	834	-51.0953732604974	6.45002417179399e-23
19	834	-54.6614553371335	1.82318850617179e-24
19.25	834	-56.1252990780087	4.21786150334072e-25
19.5	834	-60.4498334461854	5.58432778591825e-27
19.75	834	-62.7765861368002	5.45098576719014e-28
20	834	-65.4882391086027	3.62092163314229e-29
20.25	834	-67.41517796794	5.2718156133434e-30
20.5	834	-71.4337352876743	9.47813614855956e-32
20.75	834	-74.5688038907844	4.12268305364838e-33
21	834	-78.3591235688568	9.31247301454777e-35
21.25	834	-80.7519112716039	8.50923527126834e-36
21.5	834	-83.4929146479847	5.48893250342944e-37
21.75	834	-86.7871793697452	2.03613654961164e-38
22	834	-91.0569006182173	2.84767565403975e-40
22.25	834	-93.7428882410063	1.94080060658138e-41
22.5	834	-99.3561999813416	7.0819132935278e-44
22.75	834	-102.456809512669	3.18840142997089e-45
23	834	-106.76899078859	4.27382231314202e-47
23.25	834	-109.063864405982	4.30690719230208e-48
23.5	834	-115.316140649574	8.2953829846775e-51
23.75	834	-118.326598834895	4.08706047257124e-52
24	834	-125.131413924544	4.5302004598039e-55
24.25	834	-127.110666651518	6.25948902354521e-56
24.5	834	-131.755142863114	6.01822599417981e-58
24.75	834	-138.051354563011	1.10932421724794e-60
25	834	-141.017429493849	5.71358271023438e-62
0	883	-104.783022011422	3.1139507770543e-46
0.25	883	-103.916392280044	7.40771479999854e-46
0.5	883	-103.838038395721	8.01148295586483e-46
0.75	883	-103.484341216155	1.14109459019252e-45
1	883	-103.403166001577	1.23758658805135e-45
1.25	883	-97.2046696246338	6.08903354733886e-43
1.5	883	-92.0549686857355	1.04962717955357e-40
1.75	883	-87.5125663527355	9.85769406910131e-39
2	883	-81.5590793193504	3.79613721910215e-36
2.25	883	-77.3281539941577	2.61101534730162e-34
2.5	883	-72.3015926899346	3.97939694267528e-32
2.75	883	-68.1142404323072	2.62036168908502e-30
3	883	-64.4401219017613	1.03278671984895e-28
3.25	883	-60.000587527039	8.75136758688187e-27
3.5	883	-57.0395499541855	1.69058964536525e-25
3.75	883	-53.4775345786026	5.95664648998902e-24
4	883	-50.1814269278716	1.60873011286673e-22
4.25	883	-47.0610839707627	3.64444096057e-21
4.5	883	-44.5156193010048	4.64635275874804e-20
4.75	883	-41.2978252508402	1.16033229238883e-18
5	883	-38.7046948399411	1.5515458258605e-17
5.25	883	-36.8387359937595	1.0026289437733e-16
5.5	883	-34.504394954668	1.03497931420545e-15
5.75	883	-32.2066315578393	1.03000097009132e-14
6	883	-30.1147881805259	8.34283528970449e-14
6.25	883	-28.3688935050746	4.7813010891497e-13
6.5	883	-26.3417428827039	3.63016547713262e-12
6.75	883	-24.8647328638822	1.5899509378411e-11
7	883	-23.4934264972215	6.26519382558965e-11
7.25	883	-22.3354879237355	1.99443939572799e-10
7.5	883	-20.7140376612562	1.00927088658358e-09
7.75	883	-19.8119515559797	2.48758977777397e-09
8	883	-18.8655910807068	6.40881736992752e-09
8.25	883	-17.731948606987	1.99118937676545e-08
8.5	883	-17.0398628017805	3.97815419719045e-08
8.75	883	-16.2156192052148	9.07080975686218e-08
9	883	-15.6144044800074	1.6548182282947e-07
9.25	883	-15.0842095162862	2.81197233209121e-07
9.5	883	-14.7113742561985	4.0825483734099e-07
9.75	883	-14.4460973276708	5.32279383939543e-07
10	883	-14.0917099422853	7.58661650442211e-07
10.25	883	-13.9303238091956	8.91532620980846e-07
10.5	883	-13.824341102753	9.91208329959301e-07
10.75	883	-13.8420366347611	9.73822649329073e-07
11	883	-13.8992525449653	9.19668511917077e-07
11.25	883	-14.0856102099134	7.633034258726e-07
11.5	883	-14.3520141210032	5.84789361127226e-07
11.75	883	-14.782562131047	3.80202386083782e-07
12	883	-15.3502270525624	2.15516782681531e-07
12.25	883	-15.6556470308918	1.58795753306746e-07
12.5	883	-16.3542725452386	7.89640978604921e-08
12.75	883	-17.2804710360862	3.12742414186653e-08
13	883	-18.3584538806288	1.06420374614325e-08
13.25	883	-18.5297583740158	8.96660806961051e-09
13.5	883	-19.527270587214	3.30684727215511e-09
13.75	883	-20.7526271840426	9.71065509360094e-10
14	883	-21.3628785441729	5.274966801393e-10
14.25	883	-23.4486230029591	6.55227960224384e-11
14.5	883	-24.2275423487676	3.00685196951645e-11
14.75	883	-25.6847485004796	7.00253772464771e-12
15	883	-27.1113420807028	1.68148786470469e-12
15.25	883	-29.1382874985456	2.2151468746084e-13
15.5	883	-31.1221336853299	3.04669567042779e-14
15.75	883	-33.1043631578973	4.19718153534785e-15
16	883	-33.7663715778773	2.16496634658999e-15
16.25	883	-36.2806561853263	1.75190768966455e-16
16.5	883	-38.6712033034666	1.60438944712323e-17
16.75	883	-40.5673143001032	2.40901361126647e-18
17	883	-43.0728906718051	1.96644254402001e-19
17.25	883	-45.655940101752	1.48551536342999e-20
17.5	883	-47.3382425508897	2.76224678743352e-21
17.75	883	-49.6122069676592	2.84244636698584e-22
18	883	-52.7298229479666	1.25813968678845e-23
18.25	883	-55.7988471723695	5.84613145342151e-25
18.5	883	-57.9237728579241	6.98272722181514e-26
18.75	883	-60.5614095570946	4.99475296162133e-27
19	883	-64.7484077022776	7.58793885976166e-29
19.25	883	-68.0078506176127	2.91451134822581e-30
19.5	883	-70.1053466103419	3.57795451455962e-31
19.75	883	-73.6461468062785	1.03725330810682e-32
20	883	-77.8470399042728	1.55403264301311e-34
20.25	883	-80.1721777592748	1.51937717183955e-35
20.5	883	-84.9098460377289	1.33082946142825e-37
20.75	883	-89.047308023088	2.1244450252523e-39
21	883	-91.9065490950302	1.21756702370647e-40
21.25	883	-96.6334366544394	1.07803210204999e-42
21.5	883	-99.0839857614687	9.29761885490715e-44
21.75	883	-104.253233812905	5.28927118845736e-46
22	883	-105.825567437726	1.09784244491564e-46
22.25	883	-114.222676186922	2.47583685667798e-50
22.5	883	-114.036351168686	2.9829223698777e-50
22.75	883	-120.403485202049	5.12189622348478e-53
23	883	-124.584884638434	7.82477886715815e-55
23.25	883	-128.5952750125	1.41834428547451e-56
23.5	883	-132.645266884763	2.47111263540517e-58
23.75	883	-138.062428379806	1.09710753161185e-60
24	883	-142.399634428596	1.43424895663387e-62
24.25	883	-147.145754117123	1.24569279188456e-64
24.5	883	-153.893222171366	1.4622539683973e-67
24.75	883	-158.017150629871	2.36604737054394e-69
25	883	-163.392240805872	1.09559850812095e-71
0	932	-102.925121687416	1.99612439345158e-45
0.25	932	-103.080730302724	1.70847110854354e-45
0.5	932	-104.580091568892	3.81455002477157e-46
0.75	932	-103.41238936027	1.2262243625248e-45
1	932	-105.180765102215	2.09205989337137e-46
1.25	932	-97.4357933295389	4.83250839456564e-43
