gene_id	ensembl_gene_id	ensembl_gene_version	symbol	hgnc_id
ENSG00000108387.16	ENSG00000108387	16	SEPTIN4	HGNC:9165
ENSG00000108389.10	ENSG00000108389	10	MTMR4	HGNC:7452
ENSG00000176160.11	ENSG00000176160	11	HSF5	HGNC:26862
ENSG00000108375.13	ENSG00000108375	13	RNF43	HGNC:18505
ENSG00000213246.7	ENSG00000213246	7	SUPT4H1	HGNC:11467
ENSG00000005379.17	ENSG00000005379	17	TSPOAP1	HGNC:16831
ENSG00000005381.9	ENSG00000005381	9	MPO	HGNC:7218
ENSG00000167419.11	ENSG00000167419	11	LPO	HGNC:6678
ENSG00000011143.19	ENSG00000011143	19	MKS1	HGNC:7121
ENSG00000121053.6	ENSG00000121053	6	EPX	HGNC:3423
ENSG00000255713.2	ENSG00000255713	2	OR4D2	HGNC:8294
ENSG00000141194.7	ENSG00000141194	7	OR4D1	HGNC:8293
ENSG00000264364.3	ENSG00000264364	3	DYNLL2	HGNC:24596
ENSG00000136450.13	ENSG00000136450	13	SRSF1	HGNC:10780
ENSG00000136451.9	ENSG00000136451	9	VEZF1	HGNC:12949
ENSG00000180891.13	ENSG00000180891	13	CUEDC1	HGNC:31350
ENSG00000181610.13	ENSG00000181610	13	MRPS23	HGNC:14509
ENSG00000166329.3	ENSG00000166329	3	CCDC182	HGNC:49392
ENSG00000153944.12	ENSG00000153944	12	MSI2	HGNC:18585
ENSG00000121057.13	ENSG00000121057	13	AKAP1	HGNC:367
ENSG00000121064.13	ENSG00000121064	13	SCPEP1	HGNC:29507
ENSG00000121058.5	ENSG00000121058	5	COIL	HGNC:2184
ENSG00000121060.19	ENSG00000121060	19	TRIM25	HGNC:12932
ENSG00000153933.10	ENSG00000153933	10	DGKE	HGNC:2852
ENSG00000214226.9	ENSG00000214226	9	C17orf67	HGNC:27900
ENSG00000183691.6	ENSG00000183691	6	NOG	HGNC:7866
ENSG00000153930.13	ENSG00000153930	13	ANKFN1	HGNC:26766
ENSG00000141179.14	ENSG00000141179	14	PCTP	HGNC:8752
ENSG00000166292.12	ENSG00000166292	12	TMEM100	HGNC:25607
ENSG00000108960.9	ENSG00000108960	9	MMD	HGNC:7153
ENSG00000108924.14	ENSG00000108924	14	HLF	HGNC:4977
ENSG00000166263.13	ENSG00000166263	13	STXBP4	HGNC:19694
ENSG00000166260.13	ENSG00000166260	13	COX11	HGNC:2261
ENSG00000141198.16	ENSG00000141198	16	TOM1L1	HGNC:11983
ENSG00000141200.8	ENSG00000141200	8	KIF2B	HGNC:29443
ENSG00000154975.14	ENSG00000154975	14	CA10	HGNC:1369
ENSG00000011260.14	ENSG00000011260	14	UTP18	HGNC:24274
ENSG00000011258.16	ENSG00000011258	16	MBTD1	HGNC:19866
ENSG00000243678.12	ENSG00000243678	12	NME2	HGNC:7850
ENSG00000239672.8	ENSG00000239672	8	NME1	HGNC:7849
ENSG00000008294.22	ENSG00000008294	22	SPAG9	HGNC:14524
ENSG00000141232.5	ENSG00000141232	5	TOB1	HGNC:11979
ENSG00000173714.8	ENSG00000173714	8	WFIKKN2	HGNC:30916
ENSG00000167117.10	ENSG00000167117	10	ANKRD40CL	HGNC:26080
ENSG00000108848.16	ENSG00000108848	16	LUC7L3	HGNC:24309
ENSG00000154945.7	ENSG00000154945	7	ANKRD40	HGNC:28233
ENSG00000108846.16	ENSG00000108846	16	ABCC3	HGNC:54
ENSG00000006283.18	ENSG00000006283	18	CACNA1G	HGNC:1394
ENSG00000006282.21	ENSG00000006282	21	SPATA20	HGNC:26125
ENSG00000049283.19	ENSG00000049283	19	EPN3	HGNC:18235
ENSG00000136449.15	ENSG00000136449	15	MYCBPAP	HGNC:19677
ENSG00000136444.10	ENSG00000136444	10	RSAD1	HGNC:25634
ENSG00000167107.13	ENSG00000167107	13	ACSF2	HGNC:26101
ENSG00000136457.10	ENSG00000136457	10	CHAD	HGNC:1909
ENSG00000108829.10	ENSG00000108829	10	LRRC59	HGNC:28817
ENSG00000154920.15	ENSG00000154920	15	EME1	HGNC:24965
ENSG00000108826.16	ENSG00000108826	16	MRPL27	HGNC:14483
ENSG00000015532.10	ENSG00000015532	10	XYLT2	HGNC:15517
ENSG00000167105.8	ENSG00000167105	8	TMEM92	HGNC:26579
ENSG00000108821.14	ENSG00000108821	14	COL1A1	HGNC:2197
ENSG00000108823.17	ENSG00000108823	17	SGCA	HGNC:10805
ENSG00000108819.11	ENSG00000108819	11	PPP1R9B	HGNC:9298
ENSG00000167100.15	ENSG00000167100	15	SAMD14	HGNC:27312
ENSG00000005882.12	ENSG00000005882	12	PDK2	HGNC:8810
ENSG00000005884.18	ENSG00000005884	18	ITGA3	HGNC:6139
ENSG00000064195.7	ENSG00000064195	7	DLX3	HGNC:2916
ENSG00000108813.11	ENSG00000108813	11	DLX4	HGNC:2917
ENSG00000176358.16	ENSG00000176358	16	TAC4	HGNC:16641
ENSG00000136504.13	ENSG00000136504	13	KAT7	HGNC:17016
ENSG00000121104.8	ENSG00000121104	8	FAM117A	HGNC:24179
ENSG00000121073.15	ENSG00000121073	15	SLC35B1	HGNC:20798
ENSG00000121067.19	ENSG00000121067	19	SPOP	HGNC:11254
ENSG00000182575.8	ENSG00000182575	8	NXPH3	HGNC:8077
ENSG00000064300.9	ENSG00000064300	9	NGFR	HGNC:7809
ENSG00000167085.14	ENSG00000167085	14	PHB1	HGNC:8912
ENSG00000198740.9	ENSG00000198740	9	ZNF652	HGNC:29147
ENSG00000173868.12	ENSG00000173868	12	PHOSPHO1	HGNC:16815
ENSG00000108798.9	ENSG00000108798	9	ABI3	HGNC:29859
ENSG00000167083.7	ENSG00000167083	7	GNGT2	HGNC:4412
ENSG00000167080.9	ENSG00000167080	9	B4GALNT2	HGNC:24136
ENSG00000159217.10	ENSG00000159217	10	IGF2BP1	HGNC:28866
ENSG00000159224.4	ENSG00000159224	4	GIP	HGNC:4270
ENSG00000159210.10	ENSG00000159210	10	SNF8	HGNC:17028
ENSG00000159202.18	ENSG00000159202	18	UBE2Z	HGNC:25847
ENSG00000159199.14	ENSG00000159199	14	ATP5MC1	HGNC:841
ENSG00000136436.15	ENSG00000136436	15	CALCOCO2	HGNC:29912
ENSG00000170703.16	ENSG00000170703	16	TTLL6	HGNC:26664
ENSG00000159184.8	ENSG00000159184	8	HOXB13	HGNC:5112
ENSG00000229637.4	ENSG00000229637	4	PRAC2	HGNC:30143
ENSG00000159182.5	ENSG00000159182	5	PRAC1	HGNC:30591
ENSG00000260027.5	ENSG00000260027	5	HOXB7	HGNC:5118
ENSG00000170689.10	ENSG00000170689	10	HOXB9	HGNC:5120
ENSG00000120068.7	ENSG00000120068	7	HOXB8	HGNC:5119
ENSG00000108511.10	ENSG00000108511	10	HOXB6	HGNC:5117
ENSG00000120093.12	ENSG00000120093	12	HOXB3	HGNC:5114
ENSG00000120075.6	ENSG00000120075	6	HOXB5	HGNC:5116
ENSG00000182742.6	ENSG00000182742	6	HOXB4	HGNC:5115
ENSG00000173917.11	ENSG00000173917	11	HOXB2	HGNC:5113
ENSG00000120094.9	ENSG00000120094	9	HOXB1	HGNC:5111
ENSG00000141293.16	ENSG00000141293	16	SKAP1	HGNC:15605
ENSG00000002919.15	ENSG00000002919	15	SNX11	HGNC:14975
ENSG00000108468.15	ENSG00000108468	15	CBX1	HGNC:1551
ENSG00000082641.16	ENSG00000082641	16	NFE2L1	HGNC:7781
ENSG00000005243.10	ENSG00000005243	10	COPZ2	HGNC:19356
ENSG00000108465.15	ENSG00000108465	15	CDK5RAP3	HGNC:18673
ENSG00000167183.3	ENSG00000167183	3	PRR15L	HGNC:28149
ENSG00000108439.11	ENSG00000108439	11	PNPO	HGNC:30260
ENSG00000167182.16	ENSG00000167182	16	SP2	HGNC:11207
ENSG00000189120.5	ENSG00000189120	5	SP6	HGNC:14530
ENSG00000141295.14	ENSG00000141295	14	SCRN2	HGNC:30381
ENSG00000141294.10	ENSG00000141294	10	LRRC46	HGNC:25047
ENSG00000159111.13	ENSG00000159111	13	MRPL10	HGNC:14055
ENSG00000006025.12	ENSG00000006025	12	OSBPL7	HGNC:16387
ENSG00000073861.3	ENSG00000073861	3	TBX21	HGNC:11599
ENSG00000198933.10	ENSG00000198933	10	TBKBP1	HGNC:30140
ENSG00000108424.11	ENSG00000108424	11	KPNB1	HGNC:6400
ENSG00000141279.18	ENSG00000141279	18	NPEPPS	HGNC:7900
ENSG00000178852.16	ENSG00000178852	16	EFCAB13	HGNC:26864
ENSG00000259207.10	ENSG00000259207	10	ITGB3	HGNC:6156
ENSG00000198336.9	ENSG00000198336	9	MYL4	HGNC:7585
ENSG00000004897.12	ENSG00000004897	12	CDC27	HGNC:1728
ENSG00000179673.5	ENSG00000179673	5	RPRML	HGNC:32422
ENSG00000108433.17	ENSG00000108433	17	GOSR2	HGNC:4431
ENSG00000158955.11	ENSG00000158955	11	WNT9B	HGNC:12779
ENSG00000108379.10	ENSG00000108379	10	WNT3	HGNC:12782
ENSG00000073969.18	ENSG00000073969	18	NSF	HGNC:8016
ENSG00000185829.18	ENSG00000185829	18	ARL17A	HGNC:24096
ENSG00000238083.9	ENSG00000238083	9	LRRC37A2	HGNC:32404
ENSG00000228696.10	ENSG00000228696	10	ARL17B	HGNC:32387
ENSG00000176681.14	ENSG00000176681	14	LRRC37A	HGNC:29069
ENSG00000120071.15	ENSG00000120071	15	KANSL1	HGNC:24565
ENSG00000186868.17	ENSG00000186868	17	MAPT	HGNC:6893
ENSG00000256762.1	ENSG00000256762	1	STH	HGNC:18839
ENSG00000185294.7	ENSG00000185294	7	SPPL2C	HGNC:28902
ENSG00000120088.15	ENSG00000120088	15	CRHR1	HGNC:2357
ENSG00000225190.12	ENSG00000225190	12	PLEKHM1	HGNC:29017
ENSG00000159314.12	ENSG00000159314	12	ARHGAP27	HGNC:31813
ENSG00000006062.18	ENSG00000006062	18	MAP3K14	HGNC:6853
ENSG00000184361.13	ENSG00000184361	13	SPATA32	HGNC:26349
ENSG00000184922.15	ENSG00000184922	15	FMNL1	HGNC:1212
ENSG00000168517.11	ENSG00000168517	11	HEXIM2	HGNC:28591
ENSG00000186834.4	ENSG00000186834	4	HEXIM1	HGNC:24953
ENSG00000181513.15	ENSG00000181513	15	ACBD4	HGNC:23337
ENSG00000161714.12	ENSG00000161714	12	PLCD3	HGNC:9061
ENSG00000136448.13	ENSG00000136448	13	NMT1	HGNC:7857
ENSG00000172992.13	ENSG00000172992	13	DCAKD	HGNC:26238
ENSG00000131094.4	ENSG00000131094	4	C1QL1	HGNC:24182
ENSG00000186185.14	ENSG00000186185	14	KIF18B	HGNC:27102
ENSG00000131095.14	ENSG00000131095	14	GFAP	HGNC:4235
ENSG00000167131.17	ENSG00000167131	17	CCDC103	HGNC:32700
ENSG00000108883.13	ENSG00000108883	13	EFTUD2	HGNC:30858
ENSG00000131097.7	ENSG00000131097	7	HIGD1B	HGNC:24318
ENSG00000182963.11	ENSG00000182963	11	GJC1	HGNC:4280
ENSG00000073670.14	ENSG00000073670	14	ADAM11	HGNC:189
ENSG00000161692.18	ENSG00000161692	18	DBF4B	HGNC:17883
ENSG00000180336.18	ENSG00000180336	18	MEIOC	HGNC:26670
ENSG00000180329.14	ENSG00000180329	14	CCDC43	HGNC:26472
ENSG00000180340.7	ENSG00000180340	7	FZD2	HGNC:4040
ENSG00000186566.13	ENSG00000186566	13	GPATCH8	HGNC:29066
ENSG00000005961.19	ENSG00000005961	19	ITGA2B	HGNC:6138
ENSG00000161682.15	ENSG00000161682	15	FAM171A2	HGNC:30480
ENSG00000030582.18	ENSG00000030582	18	GRN	HGNC:4601
ENSG00000013306.16	ENSG00000013306	16	SLC25A39	HGNC:24279
ENSG00000108309.14	ENSG00000108309	14	RUNDC3A	HGNC:16984
ENSG00000004939.16	ENSG00000004939	16	SLC4A1	HGNC:11027
ENSG00000108312.15	ENSG00000108312	15	UBTF	HGNC:12511
ENSG00000087152.16	ENSG00000087152	16	ATXN7L3	HGNC:25416
ENSG00000168591.16	ENSG00000168591	16	TMUB2	HGNC:28459
ENSG00000161664.7	ENSG00000161664	7	ASB16	HGNC:19768
ENSG00000125319.15	ENSG00000125319	15	HROB	HGNC:28460
ENSG00000108840.16	ENSG00000108840	16	HDAC5	HGNC:14068
ENSG00000141349.10	ENSG00000141349	10	G6PC3	HGNC:24861
ENSG00000161654.10	ENSG00000161654	10	LSM12	HGNC:26407
ENSG00000091947.10	ENSG00000091947	10	TMEM101	HGNC:28653
ENSG00000161653.11	ENSG00000161653	11	NAGS	HGNC:17996
ENSG00000131096.11	ENSG00000131096	11	PYY	HGNC:9748
ENSG00000108849.8	ENSG00000108849	8	PPY	HGNC:9327
ENSG00000108852.16	ENSG00000108852	16	MPP2	HGNC:7220
ENSG00000161649.14	ENSG00000161649	14	CD300LG	HGNC:30455
ENSG00000161647.19	ENSG00000161647	19	MPP3	HGNC:7221
ENSG00000231256.8	ENSG00000231256	8	CFAP97D1	HGNC:37241
ENSG00000108861.9	ENSG00000108861	9	DUSP3	HGNC:3069
ENSG00000167941.3	ENSG00000167941	3	SOST	HGNC:13771
ENSG00000005102.14	ENSG00000005102	14	MEOX1	HGNC:7013
ENSG00000067596.12	ENSG00000067596	12	DHX8	HGNC:2749
ENSG00000175832.13	ENSG00000175832	13	ETV4	HGNC:3493
ENSG00000175906.5	ENSG00000175906	5	ARL4D	HGNC:656
ENSG00000236383.9	ENSG00000236383	9	CCDC200	HGNC:43658
ENSG00000184988.8	ENSG00000184988	8	TMEM106A	HGNC:28288
ENSG00000188554.15	ENSG00000188554	15	NBR1	HGNC:6746
ENSG00000012048.24	ENSG00000012048	24	BRCA1	HGNC:1100
ENSG00000108830.10	ENSG00000108830	10	RND2	HGNC:18315
ENSG00000108828.16	ENSG00000108828	16	VAT1	HGNC:16919
ENSG00000068079.8	ENSG00000068079	8	IFI35	HGNC:5399
ENSG00000131469.15	ENSG00000131469	15	RPL27	HGNC:10328
ENSG00000198863.8	ENSG00000198863	8	RUNDC1	HGNC:25418
ENSG00000267060.7	ENSG00000267060	7	PTGES3L	HGNC:43943
ENSG00000266967.7	ENSG00000266967	7	AARSD1	HGNC:28417
ENSG00000131482.10	ENSG00000131482	10	G6PC1	HGNC:4056
ENSG00000131471.7	ENSG00000131471	7	AOC3	HGNC:550
ENSG00000131480.9	ENSG00000131480	9	AOC2	HGNC:549
ENSG00000131467.12	ENSG00000131467	12	PSME3	HGNC:9570
ENSG00000126581.13	ENSG00000126581	13	BECN1	HGNC:1034
ENSG00000176563.10	ENSG00000176563	10	CNTD1	HGNC:26847
ENSG00000183978.8	ENSG00000183978	8	COA3	HGNC:24990
ENSG00000126562.17	ENSG00000126562	17	WNK4	HGNC:14544
ENSG00000131475.7	ENSG00000131475	7	VPS25	HGNC:28122
ENSG00000131477.11	ENSG00000131477	11	RAMP2	HGNC:9844
ENSG00000108799.13	ENSG00000108799	13	EZH1	HGNC:3526
ENSG00000108797.12	ENSG00000108797	12	CNTNAP1	HGNC:8011
ENSG00000184451.5	ENSG00000184451	5	CCR10	HGNC:4474
ENSG00000068137.15	ENSG00000068137	15	PLEKHH3	HGNC:26105
ENSG00000037042.9	ENSG00000037042	9	TUBG2	HGNC:12419
ENSG00000131462.9	ENSG00000131462	9	TUBG1	HGNC:12417
ENSG00000141699.11	ENSG00000141699	11	RETREG3	HGNC:27258
ENSG00000131470.15	ENSG00000131470	15	PSMC3IP	HGNC:17928
ENSG00000108788.12	ENSG00000108788	12	MLX	HGNC:11645
ENSG00000068120.15	ENSG00000068120	15	COASY	HGNC:29932
ENSG00000108786.11	ENSG00000108786	11	HSD17B1	HGNC:5210
ENSG00000108784.10	ENSG00000108784	10	NAGLU	HGNC:7632
ENSG00000033627.17	ENSG00000033627	17	ATP6V0A1	HGNC:865
ENSG00000177469.13	ENSG00000177469	13	CAVIN1	HGNC:9688
ENSG00000168610.16	ENSG00000168610	16	STAT3	HGNC:11364
ENSG00000126561.18	ENSG00000126561	18	STAT5A	HGNC:11366
ENSG00000173757.11	ENSG00000173757	11	STAT5B	HGNC:11367
ENSG00000167925.16	ENSG00000167925	16	GHDC	HGNC:24438
ENSG00000161610.1	ENSG00000161610	1	HCRT	HGNC:4847
ENSG00000089558.9	ENSG00000089558	9	KCNH4	HGNC:6253
ENSG00000108774.15	ENSG00000108774	15	RAB5C	HGNC:9785
ENSG00000260325.2	ENSG00000260325	2	HSPB9	HGNC:30589
ENSG00000108773.11	ENSG00000108773	11	KAT2A	HGNC:4201
ENSG00000108771.13	ENSG00000108771	13	DHX58	HGNC:29517
ENSG00000187595.18	ENSG00000187595	18	ZNF385C	HGNC:33722
ENSG00000267221.3	ENSG00000267221	3	C17orf113	HGNC:53437
ENSG00000168256.18	ENSG00000168256	18	NKIRAS2	HGNC:17898
ENSG00000168259.17	ENSG00000168259	17	DNAJC7	HGNC:12392
ENSG00000173786.17	ENSG00000173786	17	CNP	HGNC:2158
ENSG00000204815.10	ENSG00000204815	10	ODAD4	HGNC:25280
ENSG00000131473.17	ENSG00000131473	17	ACLY	HGNC:115
ENSG00000178502.6	ENSG00000178502	6	KLHL11	HGNC:19008
ENSG00000161594.7	ENSG00000161594	7	KLHL10	HGNC:18829
ENSG00000141698.17	ENSG00000141698	17	NT5C3B	HGNC:28300
ENSG00000141756.19	ENSG00000141756	19	FKBP10	HGNC:18169
ENSG00000141696.13	ENSG00000141696	13	P3H4	HGNC:16946
ENSG00000173801.17	ENSG00000173801	17	JUP	HGNC:6207
ENSG00000173805.16	ENSG00000173805	16	HAP1	HGNC:4812
ENSG00000184502.4	ENSG00000184502	4	GAST	HGNC:4164
ENSG00000173812.11	ENSG00000173812	11	EIF1	HGNC:3249
ENSG00000128422.18	ENSG00000128422	18	KRT17	HGNC:6427
ENSG00000186832.9	ENSG00000186832	9	KRT16	HGNC:6423
ENSG00000186847.6	ENSG00000186847	6	KRT14	HGNC:6416
ENSG00000171403.10	ENSG00000171403	10	KRT9	HGNC:6447
ENSG00000171345.13	ENSG00000171345	13	KRT19	HGNC:6436
ENSG00000171346.16	ENSG00000171346	16	KRT15	HGNC:6421
ENSG00000171401.15	ENSG00000171401	15	KRT13	HGNC:6415
ENSG00000126337.14	ENSG00000126337	14	KRT36	HGNC:6454
ENSG00000197079.9	ENSG00000197079	9	KRT35	HGNC:6453
ENSG00000108759.4	ENSG00000108759	4	KRT32	HGNC:6449
ENSG00000171360.4	ENSG00000171360	4	KRT38	HGNC:6456
ENSG00000108417.4	ENSG00000108417	4	KRT37	HGNC:6455
ENSG00000094796.5	ENSG00000094796	5	KRT31	HGNC:6448
ENSG00000131737.7	ENSG00000131737	7	KRT34	HGNC:6452
ENSG00000131738.11	ENSG00000131738	11	KRT33B	HGNC:6451
ENSG00000006059.4	ENSG00000006059	4	KRT33A	HGNC:6450
ENSG00000186860.5	ENSG00000186860	5	KRTAP17-1	HGNC:18917
ENSG00000212657.2	ENSG00000212657	2	KRTAP16-1	HGNC:18916
ENSG00000212658.1	ENSG00000212658	1	KRTAP29-1	HGNC:34211
ENSG00000180386.8	ENSG00000180386	8	KRTAP9-7	HGNC:18915
ENSG00000212659.2	ENSG00000212659	2	KRTAP9-6	HGNC:18914
ENSG00000241595.2	ENSG00000241595	2	KRTAP9-4	HGNC:18902
ENSG00000187272.7	ENSG00000187272	7	KRTAP9-8	HGNC:17231
ENSG00000204873.5	ENSG00000204873	5	KRTAP9-3	HGNC:16927
ENSG00000239886.5	ENSG00000239886	5	KRTAP9-2	HGNC:16926
ENSG00000240542.5	ENSG00000240542	5	KRTAP9-1	HGNC:18912
ENSG00000198443.8	ENSG00000198443	8	KRTAP4-1	HGNC:18907
ENSG00000244537.3	ENSG00000244537	3	KRTAP4-2	HGNC:18900
ENSG00000196156.5	ENSG00000196156	5	KRTAP4-3	HGNC:18908
ENSG00000171396.12	ENSG00000171396	12	KRTAP4-4	HGNC:16928
ENSG00000198271.5	ENSG00000198271	5	KRTAP4-5	HGNC:18899
ENSG00000198090.4	ENSG00000198090	4	KRTAP4-6	HGNC:18909
ENSG00000213416.4	ENSG00000213416	4	KRTAP4-12	HGNC:16776
ENSG00000212721.4	ENSG00000212721	4	KRTAP4-11	HGNC:18911
ENSG00000212722.9	ENSG00000212722	9	KRTAP4-9	HGNC:18910
ENSG00000241241.1	ENSG00000241241	1	KRTAP4-16	HGNC:18921
ENSG00000204880.9	ENSG00000204880	9	KRTAP4-8	HGNC:17230
ENSG00000240871.7	ENSG00000240871	7	KRTAP4-7	HGNC:18898
ENSG00000213417.3	ENSG00000213417	3	KRTAP2-4	HGNC:18891
ENSG00000212724.3	ENSG00000212724	3	KRTAP2-3	HGNC:18906
ENSG00000214518.4	ENSG00000214518	4	KRTAP2-2	HGNC:18905
ENSG00000212725.4	ENSG00000212725	4	KRTAP2-1	HGNC:16775
ENSG00000188581.9	ENSG00000188581	9	KRTAP1-1	HGNC:16772
ENSG00000221880.4	ENSG00000221880	4	KRTAP1-3	HGNC:16771
ENSG00000204887.5	ENSG00000204887	5	KRTAP1-4	HGNC:18904
ENSG00000221852.5	ENSG00000221852	5	KRTAP1-5	HGNC:16777
ENSG00000212901.4	ENSG00000212901	4	KRTAP3-1	HGNC:16778
ENSG00000212900.3	ENSG00000212900	3	KRTAP3-2	HGNC:16779
ENSG00000212899.3	ENSG00000212899	3	KRTAP3-3	HGNC:18890
ENSG00000204889.11	ENSG00000204889	11	KRT40	HGNC:26707
ENSG00000196859.8	ENSG00000196859	8	KRT39	HGNC:32971
ENSG00000108244.17	ENSG00000108244	17	KRT23	HGNC:6438
ENSG00000171431.4	ENSG00000171431	4	KRT20	HGNC:20412
ENSG00000187242.6	ENSG00000187242	6	KRT12	HGNC:6414
ENSG00000186395.9	ENSG00000186395	9	KRT10	HGNC:6413
ENSG00000173908.9	ENSG00000173908	9	KRT28	HGNC:30842
ENSG00000171446.7	ENSG00000171446	7	KRT27	HGNC:30841
ENSG00000186393.6	ENSG00000186393	6	KRT26	HGNC:30840
ENSG00000204897.7	ENSG00000204897	7	KRT25	HGNC:30839
ENSG00000167916.5	ENSG00000167916	5	KRT24	HGNC:18527
ENSG00000213424.9	ENSG00000213424	9	KRT222	HGNC:28695
ENSG00000073584.20	ENSG00000073584	20	SMARCE1	HGNC:11109
ENSG00000126353.3	ENSG00000126353	3	CCR7	HGNC:1608
ENSG00000131746.13	ENSG00000131746	13	TNS4	HGNC:24352
ENSG00000141753.7	ENSG00000141753	7	IGFBP4	HGNC:5473
ENSG00000131747.15	ENSG00000131747	15	TOP2A	HGNC:11989
ENSG00000183153.7	ENSG00000183153	7	GJD3	HGNC:19147
ENSG00000131759.18	ENSG00000131759	18	RARA	HGNC:9864
ENSG00000094804.12	ENSG00000094804	12	CDC6	HGNC:1744
ENSG00000171475.14	ENSG00000171475	14	WIPF2	HGNC:30923
ENSG00000108352.13	ENSG00000108352	13	RAPGEFL1	HGNC:17428
ENSG00000108349.17	ENSG00000108349	17	CASC3	HGNC:17040
ENSG00000188895.12	ENSG00000188895	12	MSL1	HGNC:27905
ENSG00000126368.6	ENSG00000126368	6	NR1D1	HGNC:7962
ENSG00000126351.13	ENSG00000126351	13	THRA	HGNC:11796
ENSG00000008838.21	ENSG00000008838	21	MED24	HGNC:22963
ENSG00000108342.13	ENSG00000108342	13	CSF3	HGNC:2438
ENSG00000108344.15	ENSG00000108344	15	PSMD3	HGNC:9560
ENSG00000167914.12	ENSG00000167914	12	GSDMA	HGNC:13311
ENSG00000204913.7	ENSG00000204913	7	LRRC3C	HGNC:40034
ENSG00000172057.10	ENSG00000172057	10	ORMDL3	HGNC:16038
ENSG00000073605.19	ENSG00000073605	19	GSDMB	HGNC:23690
ENSG00000186075.13	ENSG00000186075	13	ZPBP2	HGNC:20678
ENSG00000161405.17	ENSG00000161405	17	IKZF3	HGNC:13178
ENSG00000141738.14	ENSG00000141738	14	GRB7	HGNC:4567
ENSG00000141741.12	ENSG00000141741	12	MIEN1	HGNC:28230
ENSG00000141736.14	ENSG00000141736	14	ERBB2	HGNC:3430
ENSG00000161395.14	ENSG00000161395	14	PGAP3	HGNC:23719
ENSG00000141744.4	ENSG00000141744	4	PNMT	HGNC:9160
ENSG00000173991.6	ENSG00000173991	6	TCAP	HGNC:11610
ENSG00000131748.16	ENSG00000131748	16	STARD3	HGNC:17579
ENSG00000131771.14	ENSG00000131771	14	PPP1R1B	HGNC:9287
ENSG00000171532.5	ENSG00000171532	5	NEUROD2	HGNC:7763
ENSG00000167258.15	ENSG00000167258	15	CDK12	HGNC:24224
ENSG00000125686.12	ENSG00000125686	12	MED1	HGNC:9234
ENSG00000108306.13	ENSG00000108306	13	FBXL20	HGNC:24679
ENSG00000141750.7	ENSG00000141750	7	STAC2	HGNC:23990
ENSG00000108298.12	ENSG00000108298	12	RPL19	HGNC:10312
ENSG00000067191.16	ENSG00000067191	16	CACNB1	HGNC:1401
ENSG00000141748.13	ENSG00000141748	13	ARL5C	HGNC:31111
ENSG00000161381.14	ENSG00000161381	14	PLXDC1	HGNC:20945
ENSG00000204952.3	ENSG00000204952	3	FBXO47	HGNC:31969
ENSG00000002834.18	ENSG00000002834	18	LASP1	HGNC:6513
ENSG00000125691.14	ENSG00000125691	14	RPL23	HGNC:10316
ENSG00000275489.2	ENSG00000275489	2	C17orf98	HGNC:34492
ENSG00000273559.5	ENSG00000273559	5	CWC25	HGNC:25989
ENSG00000276293.5	ENSG00000276293	5	PIP4K2B	HGNC:8998
ENSG00000277791.5	ENSG00000277791	5	PSMB3	HGNC:9540
ENSG00000277258.5	ENSG00000277258	5	PCGF2	HGNC:12929
ENSG00000277972.2	ENSG00000277972	2	CISD3	HGNC:27578
ENSG00000275023.5	ENSG00000275023	5	MLLT6	HGNC:7138
ENSG00000273604.2	ENSG00000273604	2	EPOP	HGNC:34493
ENSG00000277363.5	ENSG00000277363	5	SRCIN1	HGNC:29506
ENSG00000275832.5	ENSG00000275832	5	ARHGAP23	HGNC:29293
ENSG00000274211.6	ENSG00000274211	6	SOCS7	HGNC:29846
ENSG00000277399.6	ENSG00000277399	6	GPR179	HGNC:31371
ENSG00000278845.5	ENSG00000278845	5	MRPL45	HGNC:16651
ENSG00000274611.4	ENSG00000274611	4	TBC1D3	HGNC:19031
ENSG00000278599.6	ENSG00000278599	6	TBC1D3E	HGNC:27071
ENSG00000278299.6	ENSG00000278299	6	TBC1D3C	HGNC:24889
ENSG00000274419.7	ENSG00000274419	7	TBC1D3D	HGNC:28944
ENSG00000274512.6	ENSG00000274512	6	TBC1D3L	HGNC:51246
ENSG00000273513.2	ENSG00000273513	2	TBC1D3K	HGNC:51245
ENSG00000275410.6	ENSG00000275410	6	HNF1B	HGNC:11630
ENSG00000278053.5	ENSG00000278053	5	DDX52	HGNC:20038
ENSG00000275066.5	ENSG00000275066	5	SYNRG	HGNC:557
ENSG00000276023.5	ENSG00000276023	5	DUSP14	HGNC:17007
ENSG00000276234.5	ENSG00000276234	5	TADA2A	HGNC:11531
ENSG00000278540.5	ENSG00000278540	5	ACACA	HGNC:84
ENSG00000278505.5	ENSG00000278505	5	C17orf78	HGNC:26831
ENSG00000275700.6	ENSG00000275700	6	AATF	HGNC:19235
ENSG00000273706.5	ENSG00000273706	5	LHX1	HGNC:6593
ENSG00000278619.5	ENSG00000278619	5	MRM1	HGNC:26202
ENSG00000278535.5	ENSG00000278535	5	DHRS11	HGNC:28639
ENSG00000278311.5	ENSG00000278311	5	GGNBP2	HGNC:19357
ENSG00000278259.5	ENSG00000278259	5	MYO19	HGNC:26234
ENSG00000277161.2	ENSG00000277161	2	PIGW	HGNC:23213
ENSG00000273611.5	ENSG00000273611	5	ZNHIT3	HGNC:12309
ENSG00000274226.6	ENSG00000274226	6	TBC1D3H	HGNC:30708
