gene_id	ensembl_gene_id	ensembl_gene_version	symbol	hgnc_id
ENSG00000119912.18	ENSG00000119912	18	IDE	HGNC:5381
ENSG00000198060.10	ENSG00000198060	10	MARCHF5	HGNC:26025
ENSG00000107864.15	ENSG00000107864	15	CPEB3	HGNC:21746
ENSG00000095564.15	ENSG00000095564	15	BTAF1	HGNC:17307
ENSG00000174721.10	ENSG00000174721	10	FGFBP3	HGNC:23428
ENSG00000107854.6	ENSG00000107854	6	TNKS2	HGNC:15677
ENSG00000119938.9	ENSG00000119938	9	PPP1R3C	HGNC:9293
ENSG00000165338.17	ENSG00000165338	17	HECTD2	HGNC:26736
ENSG00000180628.15	ENSG00000180628	15	PCGF5	HGNC:28264
ENSG00000148677.7	ENSG00000148677	7	ANKRD1	HGNC:15819
ENSG00000148688.14	ENSG00000148688	14	RPP30	HGNC:17688
ENSG00000148680.16	ENSG00000148680	16	HTR7	HGNC:5302
ENSG00000138182.15	ENSG00000138182	15	KIF20B	HGNC:7212
ENSG00000152782.18	ENSG00000152782	18	PANK1	HGNC:8598
ENSG00000152779.14	ENSG00000152779	14	SLC16A12	HGNC:23094
ENSG00000152778.10	ENSG00000152778	10	IFIT5	HGNC:13328
ENSG00000107798.18	ENSG00000107798	18	LIPA	HGNC:6617
ENSG00000185745.10	ENSG00000185745	10	IFIT1	HGNC:5407
ENSG00000204010.3	ENSG00000204010	3	IFIT1B	HGNC:23442
ENSG00000119917.15	ENSG00000119917	15	IFIT3	HGNC:5411
ENSG00000119922.11	ENSG00000119922	11	IFIT2	HGNC:5409
ENSG00000138135.7	ENSG00000138135	7	CH25H	HGNC:1907
ENSG00000026103.25	ENSG00000026103	25	FAS	HGNC:11920
ENSG00000107796.13	ENSG00000107796	13	ACTA2	HGNC:130
ENSG00000138134.12	ENSG00000138134	12	STAMBPL1	HGNC:24105
ENSG00000152766.6	ENSG00000152766	6	ANKRD22	HGNC:28321
ENSG00000173239.14	ENSG00000173239	14	LIPM	HGNC:23455
ENSG00000204020.6	ENSG00000204020	6	LIPN	HGNC:23452
ENSG00000204021.5	ENSG00000204021	5	LIPK	HGNC:23444
ENSG00000182333.15	ENSG00000182333	15	LIPF	HGNC:6622
ENSG00000204022.9	ENSG00000204022	9	LIPJ	HGNC:21773
ENSG00000184719.12	ENSG00000184719	12	RNLS	HGNC:25641
ENSG00000171862.13	ENSG00000171862	13	PTEN	HGNC:9588
ENSG00000227268.5	ENSG00000227268	5	KLLN	HGNC:37212
ENSG00000138138.14	ENSG00000138138	14	ATAD1	HGNC:25903
ENSG00000198682.13	ENSG00000198682	13	PAPSS2	HGNC:8604
ENSG00000107789.16	ENSG00000107789	16	MINPP1	HGNC:7102
ENSG00000214562.15	ENSG00000214562	15	NUTM2D	HGNC:23447
ENSG00000184923.12	ENSG00000184923	12	NUTM2A	HGNC:23438
ENSG00000122376.12	ENSG00000122376	12	SHLD2	HGNC:28773
ENSG00000148672.10	ENSG00000148672	10	GLUD1	HGNC:4335
ENSG00000188100.9	ENSG00000188100	9	FAM25A	HGNC:23436
ENSG00000148671.14	ENSG00000148671	14	ADIRF	HGNC:24043
ENSG00000173269.14	ENSG00000173269	14	MMRN2	HGNC:19888
ENSG00000173267.14	ENSG00000173267	14	SNCG	HGNC:11141
ENSG00000107779.14	ENSG00000107779	14	BMPR1A	HGNC:1076
ENSG00000122367.21	ENSG00000122367	21	LDB3	HGNC:15710
ENSG00000122375.13	ENSG00000122375	13	OPN4	HGNC:14449
ENSG00000062650.20	ENSG00000062650	20	WAPL	HGNC:23293
ENSG00000182771.19	ENSG00000182771	19	GRID1	HGNC:4575
ENSG00000107771.17	ENSG00000107771	17	CCSER2	HGNC:29197
ENSG00000148604.15	ENSG00000148604	15	RGR	HGNC:9990
ENSG00000148602.6	ENSG00000148602	6	LRIT1	HGNC:23404
ENSG00000204033.10	ENSG00000204033	10	LRIT2	HGNC:23443
ENSG00000148600.15	ENSG00000148600	15	CDHR1	HGNC:14550
ENSG00000188373.5	ENSG00000188373	5	C10orf99	HGNC:31428
ENSG00000165678.22	ENSG00000165678	22	GHITM	HGNC:17281
ENSG00000185737.13	ENSG00000185737	13	NRG3	HGNC:7999
ENSG00000178217.15	ENSG00000178217	15	SH2D4B	HGNC:31440
ENSG00000108219.16	ENSG00000108219	16	TSPAN14	HGNC:23303
ENSG00000122378.14	ENSG00000122378	14	PRXL2A	HGNC:28651
ENSG00000133665.13	ENSG00000133665	13	DYDC2	HGNC:23468
ENSG00000170788.14	ENSG00000170788	14	DYDC1	HGNC:23460
ENSG00000151224.13	ENSG00000151224	13	MAT1A	HGNC:6903
ENSG00000122359.18	ENSG00000122359	18	ANXA11	HGNC:535
ENSG00000189129.14	ENSG00000189129	14	PLAC9	HGNC:19255
ENSG00000133678.14	ENSG00000133678	14	TMEM254	HGNC:25804
ENSG00000133661.17	ENSG00000133661	17	SFTPD	HGNC:10803
ENSG00000228570.8	ENSG00000228570	8	NUTM2E	HGNC:23448
ENSG00000188199.11	ENSG00000188199	11	NUTM2B	HGNC:23445
ENSG00000122852.15	ENSG00000122852	15	SFTPA1	HGNC:10798
ENSG00000185303.17	ENSG00000185303	17	SFTPA2	HGNC:10799
ENSG00000253626.4	ENSG00000253626	4	EIF5AL1	HGNC:17419
ENSG00000165424.7	ENSG00000165424	7	ZCCHC24	HGNC:26911
ENSG00000108179.14	ENSG00000108179	14	PPIF	HGNC:9259
ENSG00000108175.19	ENSG00000108175	19	ZMIZ1	HGNC:16493
ENSG00000138326.21	ENSG00000138326	21	RPS24	HGNC:10411
ENSG00000148606.15	ENSG00000148606	15	POLR3A	HGNC:30074
ENSG00000151208.17	ENSG00000151208	17	DLG5	HGNC:2904
ENSG00000156113.24	ENSG00000156113	24	KCNMA1	HGNC:6284
ENSG00000148655.15	ENSG00000148655	15	LRMDA	HGNC:23405
ENSG00000165655.17	ENSG00000165655	17	ZNF503	HGNC:23589
ENSG00000165644.11	ENSG00000165644	11	COMTD1	HGNC:26309
ENSG00000165637.14	ENSG00000165637	14	VDAC2	HGNC:12672
ENSG00000156671.15	ENSG00000156671	15	SAMD8	HGNC:26320
ENSG00000079393.21	ENSG00000079393	21	DUSP13	HGNC:19681
ENSG00000188716.6	ENSG00000188716	6	DUSP29	HGNC:23481
ENSG00000156650.14	ENSG00000156650	14	KAT6B	HGNC:17582
ENSG00000156110.15	ENSG00000156110	15	ADK	HGNC:257
ENSG00000185009.13	ENSG00000185009	13	AP3M1	HGNC:569
ENSG00000035403.18	ENSG00000035403	18	VCL	HGNC:12665
ENSG00000122861.16	ENSG00000122861	16	PLAU	HGNC:9052
ENSG00000148660.22	ENSG00000148660	22	CAMK2G	HGNC:1463
ENSG00000166507.19	ENSG00000166507	19	NDST2	HGNC:7681
ENSG00000214655.11	ENSG00000214655	11	ZSWIM8	HGNC:23528
ENSG00000172586.8	ENSG00000172586	8	CHCHD1	HGNC:23518
ENSG00000196968.11	ENSG00000196968	11	FUT11	HGNC:19233
ENSG00000176986.16	ENSG00000176986	16	SEC24C	HGNC:10705
ENSG00000172650.15	ENSG00000172650	15	AGAP5	HGNC:23467
ENSG00000166317.12	ENSG00000166317	12	SYNPO2L	HGNC:23532
ENSG00000177791.12	ENSG00000177791	12	MYOZ1	HGNC:13752
ENSG00000166348.20	ENSG00000166348	20	USP54	HGNC:23513
ENSG00000107758.16	ENSG00000107758	16	PPP3CB	HGNC:9315
ENSG00000166343.10	ENSG00000166343	10	MSS51	HGNC:21000
ENSG00000138279.16	ENSG00000138279	16	ANXA7	HGNC:545
ENSG00000156042.19	ENSG00000156042	19	CFAP70	HGNC:30726
ENSG00000182180.14	ENSG00000182180	14	MRPS16	HGNC:14048
ENSG00000213551.7	ENSG00000213551	7	DNAJC9	HGNC:19123
ENSG00000138286.15	ENSG00000138286	15	FAM149B1	HGNC:29162
ENSG00000122882.11	ENSG00000122882	11	ECD	HGNC:17029
ENSG00000166321.14	ENSG00000166321	14	NUDT13	HGNC:18827
ENSG00000122884.13	ENSG00000122884	13	P4HA1	HGNC:8546
ENSG00000138308.6	ENSG00000138308	6	PLA2G12B	HGNC:18555
ENSG00000138315.13	ENSG00000138315	13	OIT3	HGNC:29953
ENSG00000156026.15	ENSG00000156026	15	MCU	HGNC:23526
ENSG00000107745.20	ENSG00000107745	20	MICU1	HGNC:1530
ENSG00000148719.16	ENSG00000148719	16	DNAJB12	HGNC:14891
ENSG00000168209.6	ENSG00000168209	6	DDIT4	HGNC:24944
ENSG00000166295.9	ENSG00000166295	9	ANAPC16	HGNC:26976
ENSG00000138303.18	ENSG00000138303	18	ASCC1	HGNC:24268
ENSG00000107742.14	ENSG00000107742	14	SPOCK2	HGNC:13564
ENSG00000122863.6	ENSG00000122863	6	CHST3	HGNC:1971
ENSG00000197746.15	ENSG00000197746	15	PSAP	HGNC:9498
ENSG00000107736.22	ENSG00000107736	22	CDH23	HGNC:13733
ENSG00000107738.20	ENSG00000107738	20	VSIR	HGNC:30085
ENSG00000214688.6	ENSG00000214688	6	C10orf105	HGNC:20304
ENSG00000198246.10	ENSG00000198246	10	SLC29A3	HGNC:23096
ENSG00000107731.12	ENSG00000107731	12	UNC5B	HGNC:12568
ENSG00000166224.18	ENSG00000166224	18	SGPL1	HGNC:10817
ENSG00000166228.9	ENSG00000166228	9	PCBD1	HGNC:8646
ENSG00000166220.14	ENSG00000166220	14	TBATA	HGNC:23511
ENSG00000138316.11	ENSG00000138316	11	ADAMTS14	HGNC:14899
ENSG00000107719.10	ENSG00000107719	10	PALD1	HGNC:23530
ENSG00000180644.8	ENSG00000180644	8	PRF1	HGNC:9360
ENSG00000156574.10	ENSG00000156574	10	NODAL	HGNC:7865
ENSG00000148730.7	ENSG00000148730	7	EIF4EBP2	HGNC:3289
ENSG00000172731.15	ENSG00000172731	15	LRRC20	HGNC:23421
ENSG00000148734.8	ENSG00000148734	8	NPFFR1	HGNC:17425
ENSG00000180817.12	ENSG00000180817	12	PPA1	HGNC:9226
ENSG00000079332.15	ENSG00000079332	15	SAR1A	HGNC:10534
ENSG00000156521.14	ENSG00000156521	14	TYSND1	HGNC:28531
ENSG00000042286.15	ENSG00000042286	15	AIFM2	HGNC:21411
ENSG00000099284.15	ENSG00000099284	15	MACROH2A2	HGNC:14453
ENSG00000197467.17	ENSG00000197467	17	COL13A1	HGNC:2190
ENSG00000171224.9	ENSG00000171224	9	FAM241B	HGNC:23519
ENSG00000122859.5	ENSG00000122859	5	NEUROG3	HGNC:13806
ENSG00000099282.10	ENSG00000099282	10	TSPAN15	HGNC:23298
ENSG00000075073.16	ENSG00000075073	16	TACR2	HGNC:11527
ENSG00000156515.24	ENSG00000156515	24	HK1	HGNC:4922
ENSG00000156510.13	ENSG00000156510	13	HKDC1	HGNC:23302
ENSG00000156502.14	ENSG00000156502	14	SUPV3L1	HGNC:11471
ENSG00000122958.15	ENSG00000122958	15	VPS26A	HGNC:12711
ENSG00000122862.5	ENSG00000122862	5	SRGN	HGNC:9361
ENSG00000198954.9	ENSG00000198954	9	KIFBP	HGNC:23419
ENSG00000165732.14	ENSG00000165732	14	DDX21	HGNC:2744
ENSG00000107625.14	ENSG00000107625	14	DDX50	HGNC:17906
ENSG00000165730.16	ENSG00000165730	16	STOX1	HGNC:23508
ENSG00000060339.14	ENSG00000060339	14	CCAR1	HGNC:24236
ENSG00000138336.9	ENSG00000138336	9	TET1	HGNC:29484
ENSG00000122912.15	ENSG00000122912	15	SLC25A16	HGNC:10986
ENSG00000138346.15	ENSG00000138346	15	DNA2	HGNC:2939
ENSG00000204130.14	ENSG00000204130	14	RUFY2	HGNC:19761
ENSG00000096746.18	ENSG00000096746	18	HNRNPH3	HGNC:5043
ENSG00000108187.16	ENSG00000108187	16	PBLD	HGNC:23301
ENSG00000179774.9	ENSG00000179774	9	ATOH7	HGNC:13907
ENSG00000138347.17	ENSG00000138347	17	MYPN	HGNC:23246
ENSG00000148634.16	ENSG00000148634	16	HERC4	HGNC:24521
ENSG00000096717.12	ENSG00000096717	12	SIRT1	HGNC:14929
ENSG00000108176.15	ENSG00000108176	15	DNAJC12	HGNC:28908
ENSG00000183230.18	ENSG00000183230	18	CTNNA3	HGNC:2511
ENSG00000198739.11	ENSG00000198739	11	LRRTM3	HGNC:19410
ENSG00000165476.14	ENSG00000165476	14	REEP3	HGNC:23711
ENSG00000171988.20	ENSG00000171988	20	JMJD1C	HGNC:12313
ENSG00000148572.16	ENSG00000148572	16	NRBF2	HGNC:19692
ENSG00000122877.18	ENSG00000122877	18	EGR2	HGNC:3239
ENSG00000181915.5	ENSG00000181915	5	ADO	HGNC:23506
ENSG00000138311.18	ENSG00000138311	18	ZNF365	HGNC:18194
ENSG00000182010.11	ENSG00000182010	11	RTKN2	HGNC:19364
ENSG00000150347.17	ENSG00000150347	17	ARID5B	HGNC:17362
ENSG00000183346.9	ENSG00000183346	9	CABCOCO1	HGNC:28678
ENSG00000196932.12	ENSG00000196932	12	TMEM26	HGNC:28550
ENSG00000072422.17	ENSG00000072422	17	RHOBTB1	HGNC:18738
ENSG00000170312.17	ENSG00000170312	17	CDK1	HGNC:1722
ENSG00000151150.22	ENSG00000151150	22	ANK3	HGNC:494
ENSG00000108091.11	ENSG00000108091	11	CCDC6	HGNC:18782
ENSG00000227877.7	ENSG00000227877	7	MRLN	HGNC:48649
ENSG00000165449.12	ENSG00000165449	12	SLC16A9	HGNC:23520
ENSG00000148541.13	ENSG00000148541	13	FAM13C	HGNC:19371
ENSG00000165443.12	ENSG00000165443	12	PHYHIPL	HGNC:29378
ENSG00000122870.12	ENSG00000122870	12	BICC1	HGNC:19351
ENSG00000108064.11	ENSG00000108064	11	TFAM	HGNC:11741
ENSG00000072401.15	ENSG00000072401	15	UBE2D1	HGNC:12474
ENSG00000122873.12	ENSG00000122873	12	CISD1	HGNC:30880
ENSG00000151151.6	ENSG00000151151	6	IPMK	HGNC:20739
ENSG00000122952.17	ENSG00000122952	17	ZWINT	HGNC:13195
ENSG00000150275.20	ENSG00000150275	20	PCDH15	HGNC:14674
ENSG00000165471.7	ENSG00000165471	7	MBL2	HGNC:6922
ENSG00000107984.10	ENSG00000107984	10	DKK1	HGNC:2891
ENSG00000185532.20	ENSG00000185532	20	PRKG1	HGNC:9414
ENSG00000177613.9	ENSG00000177613	9	CSTF2T	HGNC:17086
ENSG00000148584.15	ENSG00000148584	15	A1CF	HGNC:24086
ENSG00000204147.11	ENSG00000204147	11	ASAH2B	HGNC:23456
ENSG00000198964.14	ENSG00000198964	14	SGMS1	HGNC:29799
ENSG00000188611.17	ENSG00000188611	17	ASAH2	HGNC:18860
ENSG00000099290.17	ENSG00000099290	17	WASHC2A	HGNC:23416
ENSG00000204149.15	ENSG00000204149	15	AGAP6	HGNC:23466
ENSG00000204152.14	ENSG00000204152	14	TIMM23B	HGNC:23581
ENSG00000227345.9	ENSG00000227345	9	PARG	HGNC:8605
ENSG00000197444.10	ENSG00000197444	10	OGDHL	HGNC:25590
ENSG00000178645.13	ENSG00000178645	13	C10orf53	HGNC:27421
ENSG00000070748.19	ENSG00000070748	19	CHAT	HGNC:1912
ENSG00000187714.7	ENSG00000187714	7	SLC18A3	HGNC:10936
ENSG00000225830.16	ENSG00000225830	16	ERCC6	HGNC:3438
ENSG00000165606.10	ENSG00000165606	10	DRGX	HGNC:21536
ENSG00000177354.12	ENSG00000177354	12	C10orf71	HGNC:26973
ENSG00000204161.14	ENSG00000204161	14	TMEM273	HGNC:27274
ENSG00000172538.7	ENSG00000172538	7	FAM170B	HGNC:19736
ENSG00000165633.13	ENSG00000165633	13	VSTM4	HGNC:26470
ENSG00000128815.20	ENSG00000128815	20	WDFY4	HGNC:29323
ENSG00000165383.12	ENSG00000165383	12	LRRC18	HGNC:23199
ENSG00000128805.15	ENSG00000128805	15	ARHGAP22	HGNC:30320
ENSG00000107643.17	ENSG00000107643	17	MAPK8	HGNC:6881
ENSG00000170324.21	ENSG00000170324	21	FRMPD2	HGNC:28572
ENSG00000276430.3	ENSG00000276430	3	FAM25C	HGNC:23586
ENSG00000264717.6	ENSG00000264717	6	NPY4R2	HGNC:52383
ENSG00000277758.6	ENSG00000277758	6	SYT15B	HGNC:51487
ENSG00000204172.12	ENSG00000204172	12	AGAP9	HGNC:23463
ENSG00000189090.8	ENSG00000189090	8	FAM25G	HGNC:23590
ENSG00000265190.7	ENSG00000265190	7	ANXA8	HGNC:546
ENSG00000265763.4	ENSG00000265763	4	ZNF488	HGNC:23535
ENSG00000265203.2	ENSG00000265203	2	RBP3	HGNC:9921
ENSG00000263761.3	ENSG00000263761	3	GDF2	HGNC:4217
ENSG00000266524.3	ENSG00000266524	3	GDF10	HGNC:4215
ENSG00000204179.11	ENSG00000204179	11	PTPN20	HGNC:23423
ENSG00000204176.14	ENSG00000204176	14	SYT15	HGNC:17167
ENSG00000204175.6	ENSG00000204175	6	GPRIN2	HGNC:23730
ENSG00000204174.8	ENSG00000204174	8	NPY4R	HGNC:9329
ENSG00000264230.9	ENSG00000264230	9	ANXA8L1	HGNC:23334
ENSG00000274209.6	ENSG00000274209	6	ANTXRL	HGNC:27277
ENSG00000263639.7	ENSG00000263639	7	MSMB	HGNC:7372
ENSG00000266412.6	ENSG00000266412	6	NCOA4	HGNC:7671
ENSG00000265354.4	ENSG00000265354	4	TIMM23	HGNC:17312
ENSG00000188234.15	ENSG00000188234	15	AGAP4	HGNC:23459
ENSG00000172661.20	ENSG00000172661	20	WASHC2C	HGNC:23414
ENSG00000172671.20	ENSG00000172671	20	ZFAND4	HGNC:23504
ENSG00000165406.16	ENSG00000165406	16	MARCHF8	HGNC:23356
ENSG00000012779.12	ENSG00000012779	12	ALOX5	HGNC:435
ENSG00000256574.8	ENSG00000256574	8	OR13A1	HGNC:14772
ENSG00000165512.5	ENSG00000165512	5	ZNF22	HGNC:13012
ENSG00000107551.21	ENSG00000107551	21	RASSF4	HGNC:20793
ENSG00000165507.9	ENSG00000165507	9	DEPP1	HGNC:23355
ENSG00000187783.12	ENSG00000187783	12	TMEM72	HGNC:31658
ENSG00000107562.17	ENSG00000107562	17	CXCL12	HGNC:10672
ENSG00000169740.14	ENSG00000169740	14	ZNF32	HGNC:13095
ENSG00000198298.13	ENSG00000198298	13	ZNF485	HGNC:23440
ENSG00000196793.14	ENSG00000196793	14	ZNF239	HGNC:13031
ENSG00000243660.12	ENSG00000243660	12	ZNF487	HGNC:23488
ENSG00000169813.17	ENSG00000169813	17	HNRNPF	HGNC:5039
ENSG00000150201.15	ENSG00000150201	15	FXYD4	HGNC:4028
ENSG00000198915.12	ENSG00000198915	12	RASGEF1A	HGNC:24246
ENSG00000169826.8	ENSG00000169826	8	CSGALNACT2	HGNC:24292
ENSG00000165731.21	ENSG00000165731	21	RET	HGNC:9967
ENSG00000165733.8	ENSG00000165733	8	BMS1	HGNC:23505
ENSG00000196693.15	ENSG00000196693	15	ZNF33B	HGNC:13097
ENSG00000075407.19	ENSG00000075407	19	ZNF37A	HGNC:13102
ENSG00000189180.16	ENSG00000189180	16	ZNF33A	HGNC:13096
ENSG00000175395.16	ENSG00000175395	16	ZNF25	HGNC:13043
ENSG00000198105.16	ENSG00000198105	16	ZNF248	HGNC:13041
ENSG00000148513.20	ENSG00000148513	20	ANKRD30A	HGNC:17234
ENSG00000177283.8	ENSG00000177283	8	FZD8	HGNC:4046
ENSG00000177291.4	ENSG00000177291	4	GJD4	HGNC:23296
ENSG00000108100.18	ENSG00000108100	18	CCNY	HGNC:23354
ENSG00000095794.20	ENSG00000095794	20	CREM	HGNC:2352
ENSG00000108094.17	ENSG00000108094	17	CUL2	HGNC:2552
ENSG00000148498.17	ENSG00000148498	17	PARD3	HGNC:16051
ENSG00000099250.18	ENSG00000099250	18	NRP1	HGNC:8004
ENSG00000150093.20	ENSG00000150093	20	ITGB1	HGNC:6153
ENSG00000216937.14	ENSG00000216937	14	CCDC7	HGNC:26533
ENSG00000120616.16	ENSG00000120616	16	EPC1	HGNC:19876
ENSG00000170759.11	ENSG00000170759	11	KIF5B	HGNC:6324
ENSG00000165322.18	ENSG00000165322	18	ARHGAP12	HGNC:16348
ENSG00000148516.23	ENSG00000148516	23	ZEB1	HGNC:11642
ENSG00000183621.15	ENSG00000183621	15	ZNF438	HGNC:21029
ENSG00000151033.10	ENSG00000151033	10	LYZL2	HGNC:29613
ENSG00000107968.10	ENSG00000107968	10	MAP3K8	HGNC:6860
ENSG00000107951.15	ENSG00000107951	15	MTPAP	HGNC:25532
ENSG00000165757.9	ENSG00000165757	9	JCAD	HGNC:29283
ENSG00000197321.16	ENSG00000197321	16	SVIL	HGNC:11480
ENSG00000120563.10	ENSG00000120563	10	LYZL1	HGNC:30502
ENSG00000095739.11	ENSG00000095739	11	BAMBI	HGNC:30251
ENSG00000095787.25	ENSG00000095787	25	WAC	HGNC:17327
ENSG00000150054.19	ENSG00000150054	19	MPP7	HGNC:26542
ENSG00000169126.16	ENSG00000169126	16	ODAD2	HGNC:25583
ENSG00000150051.14	ENSG00000150051	14	MKX	HGNC:23729
ENSG00000099246.18	ENSG00000099246	18	RAB18	HGNC:14244
ENSG00000107897.20	ENSG00000107897	20	ACBD5	HGNC:23338
ENSG00000120539.15	ENSG00000120539	15	MASTL	HGNC:19042
ENSG00000136758.20	ENSG00000136758	20	YME1L1	HGNC:12843
ENSG00000107890.17	ENSG00000107890	17	ANKRD26	HGNC:29186
ENSG00000136754.18	ENSG00000136754	18	ABI1	HGNC:11320
ENSG00000148459.16	ENSG00000148459	16	PDSS1	HGNC:17759
ENSG00000077420.16	ENSG00000077420	16	APBB1IP	HGNC:17379
ENSG00000136750.13	ENSG00000136750	13	GAD2	HGNC:4093
ENSG00000095777.17	ENSG00000095777	17	MYO3A	HGNC:7601
ENSG00000151025.11	ENSG00000151025	11	GPR158	HGNC:23689
ENSG00000151023.17	ENSG00000151023	17	ENKUR	HGNC:28388
ENSG00000185875.13	ENSG00000185875	13	THNSL1	HGNC:26160
ENSG00000099256.19	ENSG00000099256	19	PRTFDC1	HGNC:23333
ENSG00000107863.20	ENSG00000107863	20	ARHGAP21	HGNC:23725
ENSG00000120549.19	ENSG00000120549	19	KIAA1217	HGNC:25428
ENSG00000165312.7	ENSG00000165312	7	OTUD1	HGNC:27346
ENSG00000179133.15	ENSG00000179133	15	C10orf67	HGNC:28716
ENSG00000168267.7	ENSG00000168267	7	PTF1A	HGNC:23734
ENSG00000148450.13	ENSG00000148450	13	MSRB2	HGNC:17061
ENSG00000165309.14	ENSG00000165309	14	ARMC3	HGNC:30964
ENSG00000150867.14	ENSG00000150867	14	PIP4K2A	HGNC:8997
ENSG00000077327.16	ENSG00000077327	16	SPAG6	HGNC:11215
ENSG00000168283.14	ENSG00000168283	14	BMI1	HGNC:1066
ENSG00000148444.16	ENSG00000148444	16	COMMD3	HGNC:23332
ENSG00000223601.3	ENSG00000223601	3	EBLN1	HGNC:39430
ENSG00000136770.11	ENSG00000136770	11	DNAJC1	HGNC:20090
ENSG00000078403.17	ENSG00000078403	17	MLLT10	HGNC:16063
ENSG00000180592.17	ENSG00000180592	17	SKIDA1	HGNC:32697
ENSG00000078114.19	ENSG00000078114	19	NEBL	HGNC:16932
ENSG00000120594.17	ENSG00000120594	17	PLXDC2	HGNC:21013
ENSG00000204740.11	ENSG00000204740	11	MALRD1	HGNC:24331
ENSG00000165997.5	ENSG00000165997	5	ARL5B	HGNC:23052
ENSG00000241058.4	ENSG00000241058	4	NSUN6	HGNC:23529
ENSG00000165995.23	ENSG00000165995	23	CACNB2	HGNC:1402
ENSG00000148482.12	ENSG00000148482	12	SLC39A12	HGNC:20860
ENSG00000260314.3	ENSG00000260314	3	MRC1	HGNC:7228
ENSG00000148483.9	ENSG00000148483	9	TMEM236	HGNC:23473
ENSG00000136738.15	ENSG00000136738	15	STAM	HGNC:11357
ENSG00000165996.14	ENSG00000165996	14	HACD1	HGNC:9639
ENSG00000148488.17	ENSG00000148488	17	ST8SIA6	HGNC:23317
ENSG00000026025.16	ENSG00000026025	16	VIM	HGNC:12692
ENSG00000107614.22	ENSG00000107614	22	TRDMT1	HGNC:2977
ENSG00000107611.16	ENSG00000107611	16	CUBN	HGNC:2548
ENSG00000148484.18	ENSG00000148484	18	RSU1	HGNC:10464
ENSG00000165985.10	ENSG00000165985	10	C1QL3	HGNC:19359
ENSG00000165983.15	ENSG00000165983	15	PTER	HGNC:9590
ENSG00000148481.14	ENSG00000148481	14	MINDY3	HGNC:23578
ENSG00000077943.8	ENSG00000077943	8	ITGA8	HGNC:6144
ENSG00000148468.17	ENSG00000148468	17	FAM171A1	HGNC:23522
ENSG00000152465.18	ENSG00000152465	18	NMT2	HGNC:7858
ENSG00000152464.15	ENSG00000152464	15	RPP38	HGNC:30329
ENSG00000176244.7	ENSG00000176244	7	ACBD7	HGNC:17715
ENSG00000152463.15	ENSG00000152463	15	OLAH	HGNC:25625
ENSG00000197889.10	ENSG00000197889	10	MEIG1	HGNC:23429
ENSG00000152457.19	ENSG00000152457	19	DCLRE1C	HGNC:17642
ENSG00000152455.16	ENSG00000152455	16	SUV39H2	HGNC:17287
ENSG00000187522.16	ENSG00000187522	16	HSPA14	HGNC:29526
ENSG00000284024.4	ENSG00000284024	4	ENSG00000284024	
ENSG00000185267.10	ENSG00000185267	10	CDNF	HGNC:24913
ENSG00000065809.14	ENSG00000065809	14	FAM107B	HGNC:23726
ENSG00000151474.23	ENSG00000151474	23	FRMD4A	HGNC:25491
ENSG00000165630.15	ENSG00000165630	15	PRPF18	HGNC:17351
ENSG00000165626.19	ENSG00000165626	19	BEND7	HGNC:23514
ENSG00000086475.15	ENSG00000086475	15	SEPHS1	HGNC:19685
ENSG00000107537.14	ENSG00000107537	14	PHYH	HGNC:8940
ENSG00000165623.10	ENSG00000165623	10	UCMA	HGNC:25205
ENSG00000065328.17	ENSG00000065328	17	MCM10	HGNC:18043
ENSG00000123240.17	ENSG00000123240	17	OPTN	HGNC:17142
ENSG00000151468.11	ENSG00000151468	11	CCDC3	HGNC:23813
ENSG00000183049.14	ENSG00000183049	14	CAMK1D	HGNC:19341
ENSG00000151465.14	ENSG00000151465	14	CDC123	HGNC:16827
ENSG00000165609.13	ENSG00000165609	13	NUDT5	HGNC:8052
ENSG00000065665.21	ENSG00000065665	21	SEC61A2	HGNC:17702
ENSG00000181192.12	ENSG00000181192	12	DHTKD1	HGNC:23537
ENSG00000151461.20	ENSG00000151461	20	UPF2	HGNC:17854
ENSG00000148426.13	ENSG00000148426	13	PROSER2	HGNC:23728
ENSG00000134463.15	ENSG00000134463	15	ECHDC3	HGNC:23489
ENSG00000148429.15	ENSG00000148429	15	USP6NL	HGNC:16858
ENSG00000048740.19	ENSG00000048740	19	CELF2	HGNC:2550
ENSG00000107485.18	ENSG00000107485	18	GATA3	HGNC:4172
ENSG00000165632.9	ENSG00000165632	9	TAF3	HGNC:17303
ENSG00000165629.20	ENSG00000165629	20	ATP5F1C	HGNC:833
ENSG00000151657.12	ENSG00000151657	12	KIN	HGNC:6327
ENSG00000151655.19	ENSG00000151655	19	ITIH2	HGNC:6167
ENSG00000123243.15	ENSG00000123243	15	ITIH5	HGNC:21449
ENSG00000198879.13	ENSG00000198879	13	SFMBT2	HGNC:20256
ENSG00000065675.16	ENSG00000065675	16	PRKCQ	HGNC:9410
ENSG00000170525.21	ENSG00000170525	21	PFKFB3	HGNC:8874
ENSG00000134453.16	ENSG00000134453	16	RBM17	HGNC:16944
ENSG00000134460.19	ENSG00000134460	19	IL2RA	HGNC:6008
ENSG00000134470.21	ENSG00000134470	21	IL15RA	HGNC:5978
ENSG00000134452.20	ENSG00000134452	20	FBH1	HGNC:13620
ENSG00000134461.16	ENSG00000134461	16	ANKRD16	HGNC:23471
